Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
16128,02/03/2019,19.18,-102.83,16128,-99,-99,Balsas,Llanura,33.58453,15.61658,-99,-99,23.17645,NA,NA,NA,NA,NA,0
16129,01/03/2019,20,-100.23,16129,-99,-99,Lerma Santiago,Llanura,26.83386,8.07385,-99,-99,16.63806,NA,NA,NA,NA,NA,0
16129,02/03/2019,20,-100.23,16129,-99,-99,Lerma Santiago,Llanura,27.56848,9.93921,-99,-99,17.94089,NA,NA,NA,NA,NA,0
16133,01/03/2019,19.05,-101.42,16133,-99,-99,Balsas,Meseta,33.09491,15.63239,-99,-99,23.02405,NA,NA,NA,NA,NA,0
16133,02/03/2019,19.05,-101.42,16133,-99,-99,Balsas,Meseta,34.65036,16.16748,-99,-99,23.86496,NA,NA,NA,NA,NA,0
16134,01/03/2019,19.57,-100.45,16134,-99,-99,Balsas,Sierra,28.73615,10.20004,-99,-99,18.58203,NA,NA,NA,NA,NA,0
16134,02/03/2019,19.57,-100.45,16134,-99,-99,Balsas,Sierra,29.24564,12.44012,-99,-99,19.72772,NA,NA,NA,NA,NA,0
16135,01/03/2019,19.22,-100.58,16135,-99,-99,Balsas,Meseta,31.63351,13.84592,-99,-99,21.86011,NA,NA,NA,NA,NA,0
16135,02/03/2019,19.22,-100.58,16135,-99,-99,Balsas,Meseta,32.23291,15.75842,-99,-99,22.74323,NA,NA,NA,NA,NA,0
16136,01/03/2019,19.58,-100.92,16136,-99,-99,Balsas,Valle,29.30475,10.48874,-99,-99,18.86734,NA,NA,NA,NA,NA,0
16136,02/03/2019,19.58,-100.92,16136,-99,-99,Balsas,Valle,29.91779,11.81888,-99,-99,19.84265,NA,NA,NA,NA,NA,0
16137,01/03/2019,19.98,-102.13,16137,-99,-99,Lerma Santiago,Sierra,29.33557,10.55157,-99,-99,19.01965,NA,NA,NA,NA,NA,0
16137,02/03/2019,19.98,-102.13,16137,-99,-99,Lerma Santiago,Sierra,30.07132,10.63812,-99,-99,19.31689,NA,NA,NA,NA,NA,0
16138,01/03/2019,19.39,-102.06,16138,-99,-99,Balsas,Llanura,30.05573,13.09149,-99,-99,20.49542,NA,NA,NA,NA,NA,0
16138,02/03/2019,19.39,-102.06,16138,-99,-99,Balsas,Llanura,31.46393,13.26254,-99,-99,21.18182,NA,NA,NA,NA,NA,0
16139,01/03/2019,19.4,-101.27,16139,-99,-99,Balsas,Sierra,30.13571,11.52298,-99,-99,19.53757,NA,NA,NA,NA,NA,0
16139,02/03/2019,19.4,-101.27,16139,-99,-99,Balsas,Sierra,31.11877,11.81686,-99,-99,20.3645,NA,NA,NA,NA,NA,0
16140,01/03/2019,19.39,-101.28,16140,-99,-99,Balsas,Sierra,30.20413,11.61743,-99,-99,19.61624,NA,NA,NA,NA,NA,0
16140,02/03/2019,19.39,-101.28,16140,-99,-99,Balsas,Sierra,31.20016,11.91351,-99,-99,20.44244,NA,NA,NA,NA,NA,0
16141,01/03/2019,20.34,-102.28,16141,-99,-99,Lerma Santiago,Llanura,30.59259,11.5567,-99,-99,20.15836,NA,NA,NA,NA,NA,0
16141,02/03/2019,20.34,-102.28,16141,-99,-99,Lerma Santiago,Llanura,31.19855,11.03607,-99,-99,20.42068,NA,NA,NA,NA,NA,0
16142,01/03/2019,19.81,-101.8,16142,-99,-99,Lerma Santiago,Sierra,28.72925,10.59052,-99,-99,18.6369,NA,NA,NA,NA,NA,0
16142,02/03/2019,19.81,-101.8,16142,-99,-99,Lerma Santiago,Sierra,29.5213,10.84119,-99,-99,18.99219,NA,NA,NA,NA,NA,0
16143,01/03/2019,20.01,-102.28,16143,-99,-99,Lerma Santiago,Llanura,30.11411,11.07501,-99,-99,19.67804,NA,NA,NA,NA,NA,0
16143,02/03/2019,20.01,-102.28,16143,-99,-99,Lerma Santiago,Llanura,30.9173,10.76614,-99,-99,20.01932,NA,NA,NA,NA,NA,0
16145,01/03/2019,19.86,-100.83,16145,-99,-99,Lerma Santiago,Llanura,28.54633,9.30548,-99,-99,18.04102,NA,NA,NA,NA,NA,0
16145,02/03/2019,19.86,-100.83,16145,-99,-99,Lerma Santiago,Llanura,28.97736,10.85901,-99,-99,19.11777,NA,NA,NA,NA,NA,0
16146,01/03/2019,19.45,-101.73,16146,-99,-99,Balsas,Sierra,29.36536,12.25854,-99,-99,19.63123,NA,NA,NA,NA,NA,0
16146,02/03/2019,19.45,-101.73,16146,-99,-99,Balsas,Sierra,30.59894,12.32986,-99,-99,20.27368,NA,NA,NA,NA,NA,0
16147,01/03/2019,18.9,-102,16147,-99,-99,Balsas,Llanura,32.94193,17.32709,-99,-99,24.1853,NA,NA,NA,NA,NA,0
16147,02/03/2019,18.9,-102,16147,-99,-99,Balsas,Llanura,34.91434,18.44321,-99,-99,25.11771,NA,NA,NA,NA,NA,0
16148,01/03/2019,19.43,-100.37,16148,-99,-99,Balsas,Lomer?o,28.65234,10.54477,-99,-99,18.68582,NA,NA,NA,NA,NA,0
16148,02/03/2019,19.43,-100.37,16148,-99,-99,Balsas,Lomer?o,29.19128,12.81018,-99,-99,19.80954,NA,NA,NA,NA,NA,0
16149,01/03/2019,19.08,-102.35,16149,-99,-99,Balsas,Llanura,32.91608,15.96756,-99,-99,23.46872,NA,NA,NA,NA,NA,0
16149,02/03/2019,19.08,-102.35,16149,-99,-99,Balsas,Llanura,34.83798,16.92233,-99,-99,24.60971,NA,NA,NA,NA,NA,0
16151,01/03/2019,18.36,-102.29,16151,-99,-99,Costa de Michoacan,Valle,31.85242,19.4689,-99,-99,24.35687,NA,NA,NA,NA,NA,0
16151,02/03/2019,18.36,-102.29,16151,-99,-99,Costa de Michoacan,Valle,33.30951,20.16992,-99,-99,25.07135,NA,NA,NA,NA,NA,0
16152,01/03/2019,19.72,-100.55,16152,-99,-99,Balsas,Sierra,28.7832,9.83252,-99,-99,18.45734,NA,NA,NA,NA,NA,0
16152,02/03/2019,19.72,-100.55,16152,-99,-99,Balsas,Sierra,29.26794,11.90329,-99,-99,19.61096,NA,NA,NA,NA,NA,0
16153,01/03/2019,18.77,-103.15,16153,-99,-99,Costa de Michoacan,Sierra,30.54739,16.36835,-99,-99,22.2901,NA,NA,NA,NA,NA,0
16153,02/03/2019,18.77,-103.15,16153,-99,-99,Costa de Michoacan,Sierra,32.22769,17.11972,-99,-99,22.88593,NA,NA,NA,NA,NA,0
16155,01/03/2019,19.9,-101.66,16155,-99,-99,Lerma Santiago,Llanura,28.73154,10.1355,-99,-99,18.44373,NA,NA,NA,NA,NA,0
16155,02/03/2019,19.9,-101.66,16155,-99,-99,Lerma Santiago,Llanura,29.32666,10.47232,-99,-99,18.81714,NA,NA,NA,NA,NA,0
16156,01/03/2019,19.27,-102.07,16156,-99,-99,Balsas,Meseta,30.93198,14.25797,-99,-99,21.57587,NA,NA,NA,NA,NA,0
16156,02/03/2019,19.27,-102.07,16156,-99,-99,Balsas,Meseta,32.50348,14.73883,-99,-99,22.35867,NA,NA,NA,NA,NA,0
16157,01/03/2019,18.93,-102.62,16157,-99,-99,Balsas,Valle,32.93204,16.45645,-99,-99,23.5881,NA,NA,NA,NA,NA,0
16157,02/03/2019,18.93,-102.62,16157,-99,-99,Balsas,Valle,34.82681,17.48157,-99,-99,24.73254,NA,NA,NA,NA,NA,0
16158,01/03/2019,18.97,-102.75,16158,-99,-99,Balsas,Llanura,32.51239,16.06415,-99,-99,23.16187,NA,NA,NA,NA,NA,0
16158,02/03/2019,18.97,-102.75,16158,-99,-99,Balsas,Llanura,34.35742,16.99896,-99,-99,24.17459,NA,NA,NA,NA,NA,0
16159,01/03/2019,20.13,-101.75,16159,-99,-99,Lerma Santiago,Sierra,29.03128,10.11841,-99,-99,18.68045,NA,NA,NA,NA,NA,0
16159,02/03/2019,20.13,-101.75,16159,-99,-99,Lerma Santiago,Sierra,29.56378,10.52399,-99,-99,18.96503,NA,NA,NA,NA,NA,0
16161,01/03/2019,18.05,-102.19,16161,-99,-99,Balsas,Lomer?o,30.15601,22.20294,-99,-99,25.18936,NA,NA,NA,NA,NA,0
16161,02/03/2019,18.05,-102.19,16161,-99,-99,Balsas,Lomer?o,31.26282,22.25165,-99,-99,25.4285,NA,NA,NA,NA,NA,0
16162,01/03/2019,19.97,-102.33,16162,-99,-99,Lerma Santiago,Llanura,30.35818,11.36646,-99,-99,19.95557,NA,NA,NA,NA,NA,0
16162,02/03/2019,19.97,-102.33,16162,-99,-99,Lerma Santiago,Llanura,31.27148,11.0274,-99,-99,20.35965,NA,NA,NA,NA,NA,0
16163,01/03/2019,19.21,-100.58,16163,-99,-99,Balsas,Valle,31.71869,13.96231,-99,-99,21.96085,NA,NA,NA,NA,NA,0
16163,02/03/2019,19.21,-100.58,16163,-99,-99,Balsas,Valle,32.32181,15.86057,-99,-99,22.83536,NA,NA,NA,NA,NA,0
16164,01/03/2019,19.42,-102.07,16164,-99,-99,Balsas,Sierra,29.94431,12.90027,-99,-99,20.34018,NA,NA,NA,NA,NA,0
16164,02/03/2019,19.42,-102.07,16164,-99,-99,Balsas,Sierra,31.33047,13.0177,-99,-99,21.01495,NA,NA,NA,NA,NA,0
16165,01/03/2019,19.4,-102.05,16165,-99,-99,Balsas,Llanura,29.96579,13.00153,-99,-99,20.39624,NA,NA,NA,NA,NA,0
16165,02/03/2019,19.4,-102.05,16165,-99,-99,Balsas,Llanura,31.35806,13.151,-99,-99,21.07281,NA,NA,NA,NA,NA,0
16168,01/03/2019,19.2,-101.73,16168,-99,-99,Balsas,Meseta,31.31726,14.84662,-99,-99,22.04309,NA,NA,NA,NA,NA,0
16168,02/03/2019,19.2,-101.73,16168,-99,-99,Balsas,Meseta,32.91333,15.47998,-99,-99,22.83212,NA,NA,NA,NA,NA,0
16169,01/03/2019,18.41,-102.26,16169,-99,-99,Balsas,Sierra,32.29541,19.21652,-99,-99,24.42007,NA,NA,NA,NA,NA,0
16169,02/03/2019,18.41,-102.26,16169,-99,-99,Balsas,Sierra,33.91403,20.01758,-99,-99,25.20853,NA,NA,NA,NA,NA,0
16171,01/03/2019,19.82,-101.78,16171,-99,-99,Lerma Santiago,Llanura,28.72693,10.53577,-99,-99,18.61359,NA,NA,NA,NA,NA,0
16171,02/03/2019,19.82,-101.78,16171,-99,-99,Lerma Santiago,Llanura,29.49838,10.79865,-99,-99,18.96683,NA,NA,NA,NA,NA,0
16174,01/03/2019,20.06,-102.72,16174,-99,-99,Lerma Santiago,Sierra,30.51144,11.8891,-99,-99,20.22336,NA,NA,NA,NA,NA,0
16174,02/03/2019,20.06,-102.72,16174,-99,-99,Lerma Santiago,Sierra,31.3399,11.19266,-99,-99,20.5267,NA,NA,NA,NA,NA,0
16175,01/03/2019,19.99,-100.23,16175,-99,-99,Lerma Santiago,Lomer?o,26.83173,8.0798,-99,-99,16.63873,NA,NA,NA,NA,NA,0
16175,02/03/2019,19.99,-100.23,16175,-99,-99,Lerma Santiago,Lomer?o,27.56488,9.94971,-99,-99,17.94125,NA,NA,NA,NA,NA,0
16178,01/03/2019,19.38,-102.03,16178,-99,-99,Balsas,Llanura,30.01367,13.12875,-99,-99,20.48203,NA,NA,NA,NA,NA,0
16178,02/03/2019,19.38,-102.03,16178,-99,-99,Balsas,Llanura,31.41675,13.3161,-99,-99,21.16275,NA,NA,NA,NA,NA,0
16185,01/03/2019,18.75,-103.67,16185,-99,-99,Armeria-Coahuayana,Llanura,29.13037,20.70148,-99,-99,24.14587,NA,NA,NA,NA,NA,0
16185,02/03/2019,18.75,-103.67,16185,-99,-99,Armeria-Coahuayana,Llanura,30.19458,21.31564,-99,-99,24.41669,NA,NA,NA,NA,NA,0
16186,01/03/2019,19.99,-102.62,16186,-99,-99,Lerma Santiago,Llanura,30.62698,11.74667,-99,-99,20.25739,NA,NA,NA,NA,NA,0
16186,02/03/2019,19.99,-102.62,16186,-99,-99,Lerma Santiago,Llanura,31.56964,11.19458,-99,-99,20.66061,NA,NA,NA,NA,NA,0
16188,01/03/2019,19.77,-101.74,16188,-99,-99,Lerma Santiago,Llanura,28.77649,10.72485,-99,-99,18.69604,NA,NA,NA,NA,NA,0
16188,02/03/2019,19.77,-101.74,16188,-99,-99,Lerma Santiago,Llanura,29.60406,10.93274,-99,-99,19.10419,NA,NA,NA,NA,NA,0
16190,01/03/2019,18.72,-102.27,16190,-99,-99,Balsas,Valle,32.8847,17.67316,-99,-99,24.04883,NA,NA,NA,NA,NA,0
16190,02/03/2019,18.72,-102.27,16190,-99,-99,Balsas,Valle,34.72571,18.68701,-99,-99,25.06433,NA,NA,NA,NA,NA,0
16191,01/03/2019,20.21,-102.59,16191,-99,-99,Lerma Santiago,Llanura,30.72864,11.75089,-99,-99,20.29663,NA,NA,NA,NA,NA,0
16191,02/03/2019,20.21,-102.59,16191,-99,-99,Lerma Santiago,Llanura,31.47763,11.03925,-99,-99,20.59299,NA,NA,NA,NA,NA,0
16192,01/03/2019,19.41,-100.39,16192,-99,-99,Balsas,Lomer?o,28.96521,10.84433,-99,-99,18.99847,NA,NA,NA,NA,NA,0
16192,02/03/2019,19.41,-100.39,16192,-99,-99,Balsas,Lomer?o,29.50644,13.07947,-99,-99,20.09921,NA,NA,NA,NA,NA,0
16194,01/03/2019,19.7,-102.52,16194,-99,-99,Balsas,Llanura,31.20108,12.76266,-99,-99,21.14737,NA,NA,NA,NA,NA,0
16194,02/03/2019,19.7,-102.52,16194,-99,-99,Balsas,Llanura,32.55594,12.63669,-99,-99,21.80167,NA,NA,NA,NA,NA,0
16196,01/03/2019,20.18,-102.53,16196,-99,-99,Lerma Santiago,Llanura,30.7146,11.67145,-99,-99,20.25742,NA,NA,NA,NA,NA,0
16196,02/03/2019,20.18,-102.53,16196,-99,-99,Lerma Santiago,Llanura,31.48947,10.98691,-99,-99,20.57657,NA,NA,NA,NA,NA,0
16197,01/03/2019,20,-102.7,16197,-99,-99,Lerma Santiago,Llanura,30.5314,11.88467,-99,-99,20.24652,NA,NA,NA,NA,NA,0
16197,02/03/2019,20,-102.7,16197,-99,-99,Lerma Santiago,Llanura,31.43756,11.26489,-99,-99,20.60379,NA,NA,NA,NA,NA,0
16199,01/03/2019,19.99,-100.59,16199,-99,-99,Lerma Santiago,Sierra,28.10663,8.70007,-99,-99,17.58621,NA,NA,NA,NA,NA,0
16199,02/03/2019,19.99,-100.59,16199,-99,-99,Lerma Santiago,Sierra,28.56558,10.53604,-99,-99,18.7962,NA,NA,NA,NA,NA,0
16206,01/03/2019,19.48,-100.48,16206,-99,-99,Balsas,Lomer?o,29.35104,10.98962,-99,-99,19.27994,NA,NA,NA,NA,NA,0
16206,02/03/2019,19.48,-100.48,16206,-99,-99,Balsas,Lomer?o,29.87421,13.23468,-99,-99,20.37338,NA,NA,NA,NA,NA,0
16208,01/03/2019,18.28,-103.22,16208,-99,-99,Costa de Michoacan,Sierra,28.82233,20.31009,-99,-99,23.7388,NA,NA,NA,NA,NA,0
16208,02/03/2019,18.28,-103.22,16208,-99,-99,Costa de Michoacan,Sierra,30.1077,20.58481,-99,-99,24.0871,NA,NA,NA,NA,NA,0
16212,01/03/2019,19.47,-102.08,16212,-99,-99,Balsas,Sierra,29.7984,12.65707,-99,-99,20.14032,NA,NA,NA,NA,NA,0
16212,02/03/2019,19.47,-102.08,16212,-99,-99,Balsas,Sierra,31.15594,12.70654,-99,-99,20.79941,NA,NA,NA,NA,NA,0
16213,01/03/2019,19.7,-100.48,16213,-99,-99,Balsas,Sierra,28.63351,9.80399,-99,-99,18.35901,NA,NA,NA,NA,NA,0
16213,02/03/2019,19.7,-100.48,16213,-99,-99,Balsas,Sierra,29.13364,11.90994,-99,-99,19.52008,NA,NA,NA,NA,NA,0
16216,01/03/2019,19.21,-102.59,16216,-99,-99,Balsas,Llanura,32.50443,15.17395,-99,-99,22.89954,NA,NA,NA,NA,NA,0
16216,02/03/2019,19.21,-102.59,16216,-99,-99,Balsas,Llanura,34.33255,15.85959,-99,-99,23.94345,NA,NA,NA,NA,NA,0
16219,01/03/2019,19.07,-100.83,16219,-99,-99,Balsas,Valle,32.97977,15.52667,-99,-99,23.24509,NA,NA,NA,NA,NA,0
16219,02/03/2019,19.07,-100.83,16219,-99,-99,Balsas,Valle,33.82693,16.95575,-99,-99,24.02652,NA,NA,NA,NA,NA,0
16222,01/03/2019,20.04,-102.29,16222,-99,-99,Lerma Santiago,Llanura,30.17654,11.13092,-99,-99,19.73642,NA,NA,NA,NA,NA,0
16222,02/03/2019,20.04,-102.29,16222,-99,-99,Lerma Santiago,Llanura,30.97745,10.78842,-99,-99,20.0773,NA,NA,NA,NA,NA,0
16224,01/03/2019,20.28,-102.33,16224,-99,-99,Lerma Santiago,Llanura,30.61548,11.58389,-99,-99,20.17288,NA,NA,NA,NA,NA,0
16224,02/03/2019,20.28,-102.33,16224,-99,-99,Lerma Santiago,Llanura,31.28046,10.99152,-99,-99,20.44904,NA,NA,NA,NA,NA,0
16227,01/03/2019,18.03,-102.2,16227,-99,-99,Balsas,Lomer?o,30.03592,22.27002,-99,-99,25.17206,NA,NA,NA,NA,NA,0
16227,02/03/2019,18.03,-102.2,16227,-99,-99,Balsas,Lomer?o,31.0881,22.2951,-99,-99,25.38925,NA,NA,NA,NA,NA,0
16228,01/03/2019,19.15,-102.33,16228,-99,-99,Balsas,Meseta,32.65195,15.59869,-99,-99,23.17303,NA,NA,NA,NA,NA,0
16228,02/03/2019,19.15,-102.33,16228,-99,-99,Balsas,Meseta,34.52246,16.4361,-99,-99,24.25687,NA,NA,NA,NA,NA,0
16229,01/03/2019,19.91,-102.2,16229,-99,-99,Lerma Santiago,Llanura,29.77722,11.01843,-99,-99,19.47568,NA,NA,NA,NA,NA,0
16229,02/03/2019,19.91,-102.2,16229,-99,-99,Lerma Santiago,Llanura,30.63171,10.94946,-99,-99,19.84317,NA,NA,NA,NA,NA,0
16230,01/03/2019,19.07,-101.43,16230,-99,-99,Balsas,Meseta,32.97638,15.51221,-99,-99,22.91574,NA,NA,NA,NA,NA,0
16230,02/03/2019,19.07,-101.43,16230,-99,-99,Balsas,Meseta,34.5192,16.04831,-99,-99,23.75629,NA,NA,NA,NA,NA,0
16231,01/03/2019,19.94,-101.38,16231,-99,-99,Lerma Santiago,Sierra,28.91803,9.84293,-99,-99,18.32648,NA,NA,NA,NA,NA,0
16231,02/03/2019,19.94,-101.38,16231,-99,-99,Lerma Santiago,Sierra,29.2496,10.14493,-99,-99,18.9639,NA,NA,NA,NA,NA,0
16232,01/03/2019,19.38,-100.83,16232,-99,-99,Balsas,Sierra,30.29449,11.90738,-99,-99,20.13342,NA,NA,NA,NA,NA,0
16232,02/03/2019,19.38,-100.83,16232,-99,-99,Balsas,Sierra,30.92618,13.62711,-99,-99,21.10559,NA,NA,NA,NA,NA,0
16233,01/03/2019,20.15,-100.3,16233,-99,-99,Lerma Santiago,Lomer?o,27.6748,8.46188,-99,-99,17.31775,NA,NA,NA,NA,NA,0
16233,02/03/2019,20.15,-100.3,16233,-99,-99,Lerma Santiago,Lomer?o,28.33966,10.35446,-99,-99,18.45474,NA,NA,NA,NA,NA,0
16234,01/03/2019,20.04,-101.58,16234,-99,-99,Lerma Santiago,Llanura,28.88,9.89493,-99,-99,18.42984,NA,NA,NA,NA,NA,0
16234,02/03/2019,20.04,-101.58,16234,-99,-99,Lerma Santiago,Llanura,29.29749,10.28207,-99,-99,18.85095,NA,NA,NA,NA,NA,0
16235,01/03/2019,19.68,-100.74,16235,-99,-99,Balsas,Sierra,29.04904,10.13058,-99,-99,18.71057,NA,NA,NA,NA,NA,0
16235,02/03/2019,19.68,-100.74,16235,-99,-99,Balsas,Sierra,29.54584,12.0957,-99,-99,19.81958,NA,NA,NA,NA,NA,0
16237,01/03/2019,18.93,-100.57,16237,-99,-99,Balsas,Sierra,33.64584,16.5116,-99,-99,24.18127,NA,NA,NA,NA,NA,0
16237,02/03/2019,18.93,-100.57,16237,-99,-99,Balsas,Sierra,34.26498,18.00525,-99,-99,24.83575,NA,NA,NA,NA,NA,0
16238,01/03/2019,19.1,-100.66,16238,-99,-99,Balsas,Valle,32.66296,15.20151,-99,-99,23.03665,NA,NA,NA,NA,NA,0
16238,02/03/2019,19.1,-100.66,16238,-99,-99,Balsas,Valle,33.32483,16.9281,-99,-99,23.82724,NA,NA,NA,NA,NA,0
16239,01/03/2019,18.08,-102.66,16239,-99,-99,Costa de Michoacan,Sierra,29.2547,21.92691,-99,-99,24.63251,NA,NA,NA,NA,NA,0
16239,02/03/2019,18.08,-102.66,16239,-99,-99,Costa de Michoacan,Sierra,29.84671,21.94934,-99,-99,24.80597,NA,NA,NA,NA,NA,0
16240,01/03/2019,19.82,-101.93,16240,-99,-99,Lerma Santiago,Sierra,28.77469,10.61758,-99,-99,18.68649,NA,NA,NA,NA,NA,0
16240,02/03/2019,19.82,-101.93,16240,-99,-99,Lerma Santiago,Sierra,29.57986,10.85828,-99,-99,19.02347,NA,NA,NA,NA,NA,0
16241,01/03/2019,19.42,-100.91,16241,-99,-99,Balsas,Sierra,29.96863,11.41647,-99,-99,19.64639,NA,NA,NA,NA,NA,0
16241,02/03/2019,19.42,-100.91,16241,-99,-99,Balsas,Sierra,30.6629,12.79443,-99,-99,20.59985,NA,NA,NA,NA,NA,0
16243,01/03/2019,20.06,-101.89,16243,-99,-99,Lerma Santiago,Sierra,28.87012,10.05191,-99,-99,18.56592,NA,NA,NA,NA,NA,0
16243,02/03/2019,20.06,-101.89,16243,-99,-99,Lerma Santiago,Sierra,29.44785,10.46161,-99,-99,18.79675,NA,NA,NA,NA,NA,0
16245,01/03/2019,19.24,-100.79,16245,-99,-99,Balsas,Sierra,31.57321,13.66367,-99,-99,21.67206,NA,NA,NA,NA,NA,0
16245,02/03/2019,19.24,-100.79,16245,-99,-99,Balsas,Sierra,32.25467,15.37885,-99,-99,22.55893,NA,NA,NA,NA,NA,0
16247,01/03/2019,19.68,-101.39,16247,-99,-99,Lerma Santiago,Sierra,29.12363,10.30145,-99,-99,18.53601,NA,NA,NA,NA,NA,0
16247,02/03/2019,19.68,-101.39,16247,-99,-99,Lerma Santiago,Sierra,29.79041,10.55112,-99,-99,19.27924,NA,NA,NA,NA,NA,0
16248,01/03/2019,19.92,-101.86,16248,-99,-99,Lerma Santiago,Sierra,28.65903,10.1983,-99,-99,18.46765,NA,NA,NA,NA,NA,0
16248,02/03/2019,19.92,-101.86,16248,-99,-99,Lerma Santiago,Sierra,29.33453,10.55832,-99,-99,18.7403,NA,NA,NA,NA,NA,0
16250,01/03/2019,19.99,-101.28,16250,-99,-99,Lerma Santiago,Sierra,28.92493,9.79852,-99,-99,18.30713,NA,NA,NA,NA,NA,0
16250,02/03/2019,19.99,-101.28,16250,-99,-99,Lerma Santiago,Sierra,29.20157,10.09128,-99,-99,18.97229,NA,NA,NA,NA,NA,0
16251,01/03/2019,19.8,-102.29,16251,-99,-99,Lerma Santiago,Sierra,30.46539,11.87976,-99,-99,20.27533,NA,NA,NA,NA,NA,0
16251,02/03/2019,19.8,-102.29,16251,-99,-99,Lerma Santiago,Sierra,31.5654,11.71741,-99,-99,20.78564,NA,NA,NA,NA,NA,0
16253,01/03/2019,19.74,-102.08,16253,-99,-99,Lerma Santiago,NaN,29.27737,11.29755,-99,-99,19.26926,NA,NA,NA,NA,NA,0
16253,02/03/2019,19.74,-102.08,16253,-99,-99,Lerma Santiago,NaN,30.27063,11.38467,-99,-99,19.71677,NA,NA,NA,NA,NA,0
16254,01/03/2019,19.78,-101.48,16254,-99,-99,Lerma Santiago,Sierra,28.9762,10.21265,-99,-99,18.48889,NA,NA,NA,NA,NA,0
16254,02/03/2019,19.78,-101.48,16254,-99,-99,Lerma Santiago,Sierra,29.55481,10.47681,-99,-99,19.12137,NA,NA,NA,NA,NA,0
16255,01/03/2019,19.9,-100.69,16255,-99,-99,Lerma Santiago,Sierra,28.35806,9.03375,-99,-99,17.86197,NA,NA,NA,NA,NA,0
16255,02/03/2019,19.9,-100.69,16255,-99,-99,Lerma Santiago,Sierra,28.8028,10.8555,-99,-99,19.03235,NA,NA,NA,NA,NA,0
16258,01/03/2019,19.54,-100.48,16258,-99,-99,Balsas,Lomer?o,28.93692,10.38196,-99,-99,18.776,NA,NA,NA,NA,NA,0
16258,02/03/2019,19.54,-100.48,16258,-99,-99,Balsas,Lomer?o,29.44299,12.62888,-99,-99,19.90887,NA,NA,NA,NA,NA,0
16512,01/03/2019,19.77,-101.18,16512,-99,-99,Lerma Santiago,Lomer?o,29.0639,10.02243,-99,-99,18.41571,NA,NA,NA,NA,NA,0
16512,02/03/2019,19.77,-101.18,16512,-99,-99,Lerma Santiago,Lomer?o,29.56024,10.36478,-99,-99,19.17245,NA,NA,NA,NA,NA,0
16514,01/03/2019,19.65,-100.48,16514,-99,-99,Balsas,Sierra,28.75543,10.03067,-99,-99,18.52411,NA,NA,NA,NA,NA,0
16514,02/03/2019,19.65,-100.48,16514,-99,-99,Balsas,Sierra,29.25705,12.19135,-99,-99,19.67392,NA,NA,NA,NA,NA,0
16515,01/03/2019,19.26,-101.68,16515,-99,-99,Balsas,Lomer?o,30.81799,14.01843,-99,-99,21.31525,NA,NA,NA,NA,NA,0
16515,02/03/2019,19.26,-101.68,16515,-99,-99,Balsas,Lomer?o,32.28333,14.48187,-99,-99,22.07034,NA,NA,NA,NA,NA,0
17001,01/03/2019,18.94,-98.93,17001,-99,-99,Balsas,Lomer?o,29.89481,11.36792,-99,-99,19.65207,NA,NA,NA,NA,NA,0
17001,02/03/2019,18.94,-98.93,17001,-99,-99,Balsas,Lomer?o,30.05298,12.17279,-99,-99,20.1723,NA,NA,NA,NA,NA,0
17002,01/03/2019,18.95,-99.23,17002,-99,-99,Balsas,Lomer?o,30.21677,11.3103,-99,-99,19.9559,NA,NA,NA,NA,NA,0
17002,02/03/2019,18.95,-99.23,17002,-99,-99,Balsas,Lomer?o,30.07352,12.09033,-99,-99,20.20602,NA,NA,NA,NA,NA,0
17003,01/03/2019,18.8,-98.95,17003,-99,-99,Balsas,Llanura,30.9014,12.58588,-99,-99,20.80978,NA,NA,NA,NA,NA,0
17003,02/03/2019,18.8,-98.95,17003,-99,-99,Balsas,Llanura,31.27188,13.40335,-99,-99,21.43982,NA,NA,NA,NA,NA,0
17004,01/03/2019,18.92,-99.23,17004,-99,-99,Balsas,Lomer?o,30.35934,11.48547,-99,-99,20.12631,NA,NA,NA,NA,NA,0
17004,02/03/2019,18.92,-99.23,17004,-99,-99,Balsas,Lomer?o,30.25394,12.2666,-99,-99,20.38724,NA,NA,NA,NA,NA,0
17005,01/03/2019,18.81,-98.95,17005,-99,-99,Balsas,Llanura,30.81113,12.4747,-99,-99,20.70557,NA,NA,NA,NA,NA,0
17005,02/03/2019,18.81,-98.95,17005,-99,-99,Balsas,Llanura,31.16086,13.29095,-99,-99,21.32452,NA,NA,NA,NA,NA,0
17006,01/03/2019,18.78,-99.32,17006,-99,-99,Balsas,Meseta,31.41528,12.73721,-99,-99,21.38379,NA,NA,NA,NA,NA,0
17006,02/03/2019,18.78,-99.32,17006,-99,-99,Balsas,Meseta,31.55438,13.52322,-99,-99,21.69125,NA,NA,NA,NA,NA,0
17007,01/03/2019,18.61,-99.42,17007,-99,-99,Balsas,Meseta,32.68579,14.3418,-99,-99,22.9343,NA,NA,NA,NA,NA,0
17007,02/03/2019,18.61,-99.42,17007,-99,-99,Balsas,Meseta,33.19092,15.14084,-99,-99,23.33698,NA,NA,NA,NA,NA,0
