,Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
131,2006,02/03/2019,29.49,-114.36,2006,-99.0,-99.0,B.C. Centro Este,Sierra,26.52048,13.99472,-99.0,-99.0,18.54044,,,,,,0
138,2010,01/03/2019,31.78,-115.77,2010,-99.0,-99.0,B.C. Noreste,Sierra,26.84937,9.75177,-99.0,-99.0,16.34781,,,,,,0
139,2010,02/03/2019,31.78,-115.77,2010,-99.0,-99.0,B.C. Noreste,Sierra,21.66794,11.0585,-99.0,-99.0,15.51086,,,,,,0
156,2020,01/03/2019,32.13,-115.28,2020,-99.0,-99.0,Rio Colorado,Sierra,28.29553,12.43726,-99.0,-99.0,18.92831,,,,,,0
157,2020,02/03/2019,32.13,-115.28,2020,-99.0,-99.0,Rio Colorado,Sierra,27.52512,13.71329,-99.0,-99.0,19.22055,,,,,,0
176,2036,01/03/2019,32.05,-116.68,2036,-99.0,-99.0,B.C. Noroeste,Sierra,19.35355,11.2955,-99.0,-99.0,14.15479,,,,,,0
177,2036,02/03/2019,32.05,-116.68,2036,-99.0,-99.0,B.C. Noroeste,Sierra,16.28745,11.41513,-99.0,-99.0,13.72748,,,,,,0
190,2045,01/03/2019,31.79,-116.46,2045,-99.0,-99.0,B.C. Noroeste,Sierra,20.53329,9.45071,-99.0,-99.0,13.38879,,,,,,0
191,2045,02/03/2019,31.79,-116.46,2045,-99.0,-99.0,B.C. Noroeste,Sierra,15.9165,9.88303,-99.0,-99.0,12.56927,,,,,,0
194,2048,01/03/2019,31.07,-115.58,2048,-99.0,-99.0,B.C. Noroeste,Sierra,24.44537,7.78058,-99.0,-99.0,14.00024,,,,,,0
195,2048,02/03/2019,31.07,-115.58,2048,-99.0,-99.0,B.C. Noroeste,Sierra,19.07303,8.7822,-99.0,-99.0,12.867,,,,,,0
204,2054,01/03/2019,31.03,-115.98,2054,-99.0,-99.0,B.C. Noroeste,Sierra,21.25082,10.57343,-99.0,-99.0,14.50189,,,,,,0
205,2054,02/03/2019,31.03,-115.98,2054,-99.0,-99.0,B.C. Noroeste,Sierra,18.6684,10.95593,-99.0,-99.0,14.03195,,,,,,0
206,2055,01/03/2019,30.95,-116.1,2055,-99.0,-99.0,B.C. Noroeste,Sierra,19.84055,12.07166,-99.0,-99.0,14.94513,,,,,,0
207,2055,02/03/2019,30.95,-116.1,2055,-99.0,-99.0,B.C. Noroeste,Sierra,18.7489,12.27411,-99.0,-99.0,14.8421,,,,,,0
216,2060,01/03/2019,30.88,-115.63,2060,-99.0,-99.0,B.C. Noroeste,Sierra,24.40915,8.33313,-99.0,-99.0,14.12979,,,,,,0
217,2060,02/03/2019,30.88,-115.63,2060,-99.0,-99.0,B.C. Noroeste,Sierra,19.01044,8.67014,-99.0,-99.0,12.94894,,,,,,0
218,2061,01/03/2019,28.08,-113.09,2061,-99.0,-99.0,B.C. Centro Oeste,Sierra,29.25433,12.07272,-99.0,-99.0,19.48544,,,,,,0
219,2061,02/03/2019,28.08,-113.09,2061,-99.0,-99.0,B.C. Centro Oeste,Sierra,27.38821,14.12885,-99.0,-99.0,19.2872,,,,,,0
226,2065,01/03/2019,31.79,-116.41,2065,-99.0,-99.0,B.C. Noroeste,Sierra,20.86176,8.9877,-99.0,-99.0,13.19708,,,,,,0
227,2065,02/03/2019,31.79,-116.41,2065,-99.0,-99.0,B.C. Noroeste,Sierra,15.82489,9.46021,-99.0,-99.0,12.27411,,,,,,0
230,2067,01/03/2019,31.16,-115.72,2067,-99.0,-99.0,B.C. Noroeste,Sierra,24.24869,8.05029,-99.0,-99.0,14.10358,,,,,,0
231,2067,02/03/2019,31.16,-115.72,2067,-99.0,-99.0,B.C. Noroeste,Sierra,18.99463,9.08929,-99.0,-99.0,13.01898,,,,,,0
260,2096,01/03/2019,31.27,-116.04,2096,-99.0,-99.0,B.C. Noroeste,Sierra,21.57437,10.33368,-99.0,-99.0,14.4458,,,,,,0
261,2096,02/03/2019,31.27,-116.04,2096,-99.0,-99.0,B.C. Noroeste,Sierra,18.01343,10.75241,-99.0,-99.0,13.78293,,,,,,0
266,2100,01/03/2019,31.27,-115.77,2100,-99.0,-99.0,B.C. Noroeste,Sierra,24.55887,8.31647,-99.0,-99.0,14.47827,,,,,,0
267,2100,02/03/2019,31.27,-115.77,2100,-99.0,-99.0,B.C. Noroeste,Sierra,19.25494,9.60889,-99.0,-99.0,13.44611,,,,,,0
272,2105,01/03/2019,30.97,-115.58,2105,-99.0,-99.0,B.C. Noroeste,Sierra,24.38882,7.96909,-99.0,-99.0,14.01651,,,,,,0
273,2105,02/03/2019,30.97,-115.58,2105,-99.0,-99.0,B.C. Noroeste,Sierra,19.05933,8.68307,-99.0,-99.0,12.86874,,,,,,0
278,2108,01/03/2019,31.71,-116.67,2108,-99.0,-99.0,B.C. Noroeste,Sierra,18.32443,12.48807,-99.0,-99.0,14.64859,,,,,,0
279,2108,02/03/2019,31.71,-116.67,2108,-99.0,-99.0,B.C. Noroeste,Sierra,16.52795,12.69312,-99.0,-99.0,14.48157,,,,,,0
280,2109,01/03/2019,28.67,-114.24,2109,-99.0,-99.0,B.C. Centro Oeste,Sierra,21.73996,13.06006,-99.0,-99.0,17.0365,,,,,,0
281,2109,02/03/2019,28.67,-114.24,2109,-99.0,-99.0,B.C. Centro Oeste,Sierra,21.71655,14.30347,-99.0,-99.0,16.79605,,,,,,0
312,2151,01/03/2019,30.64,-114.75,2151,-99.0,-99.0,B.C. Noreste,Sierra,25.06891,13.51721,-99.0,-99.0,18.40305,,,,,,0
313,2151,02/03/2019,30.64,-114.75,2151,-99.0,-99.0,B.C. Noreste,Sierra,24.56372,15.11325,-99.0,-99.0,18.59375,,,,,,0
316,2153,01/03/2019,31.62,-116.46,2153,-99.0,-99.0,B.C. Noroeste,Sierra,20.19135,10.53162,-99.0,-99.0,13.96936,,,,,,0
317,2153,02/03/2019,31.62,-116.46,2153,-99.0,-99.0,B.C. Noroeste,Sierra,16.33847,10.73367,-99.0,-99.0,13.25528,,,,,,0
330,3003,01/03/2019,23.29,-109.44,3003,-99.0,-99.0,B.C. Sureste,Sierra,26.04736,19.80096,-99.0,-99.0,22.64377,,,,,,0
331,3003,02/03/2019,23.29,-109.44,3003,-99.0,-99.0,B.C. Sureste,Sierra,26.56229,20.61853,-99.0,-99.0,23.30978,,,,,,0
338,3007,01/03/2019,23.33,-109.95,3007,-99.0,-99.0,B.C. Sureste,Sierra,29.32318,17.43549,-99.0,-99.0,22.56015,,,,,,0
339,3007,02/03/2019,23.33,-109.95,3007,-99.0,-99.0,B.C. Sureste,Sierra,29.72003,18.34659,-99.0,-99.0,23.01175,,,,,,0
342,3009,01/03/2019,24.84,-111.13,3009,-99.0,-99.0,B.C. Suroeste,Sierra,33.81586,15.04663,-99.0,-99.0,23.01874,,,,,,0
343,3009,02/03/2019,24.84,-111.13,3009,-99.0,-99.0,B.C. Suroeste,Sierra,34.63797,14.77402,-99.0,-99.0,23.68701,,,,,,0
360,3018,01/03/2019,23.8,-110.11,3018,-99.0,-99.0,B.C. Suroeste,Sierra,28.94373,16.96075,-99.0,-99.0,21.98322,,,,,,0
361,3018,02/03/2019,23.8,-110.11,3018,-99.0,-99.0,B.C. Suroeste,Sierra,30.58334,17.64056,-99.0,-99.0,22.91467,,,,,,0
362,3019,01/03/2019,26.92,-112.41,3019,-99.0,-99.0,B.C. Centro Oeste,Sierra,31.51398,11.46277,-99.0,-99.0,20.23886,,,,,,0
363,3019,02/03/2019,26.92,-112.41,3019,-99.0,-99.0,B.C. Centro Oeste,Sierra,29.28979,13.99014,-99.0,-99.0,20.93393,,,,,,0
380,3031,01/03/2019,24.81,-110.98,3031,-99.0,-99.0,B.C. Suroeste,Sierra,31.35709,16.03156,-99.0,-99.0,22.57318,,,,,,0
381,3031,02/03/2019,24.81,-110.98,3031,-99.0,-99.0,B.C. Suroeste,Sierra,32.63425,15.65967,-99.0,-99.0,23.21356,,,,,,0
382,3032,01/03/2019,23.47,-109.45,3032,-99.0,-99.0,B.C. Sureste,Sierra,26.39697,19.38748,-99.0,-99.0,22.47864,,,,,,0
383,3032,02/03/2019,23.47,-109.45,3032,-99.0,-99.0,B.C. Sureste,Sierra,27.06894,20.31921,-99.0,-99.0,23.37622,,,,,,0
390,3036,01/03/2019,23.89,-110.14,3036,-99.0,-99.0,B.C. Sureste,Sierra,28.74075,17.00858,-99.0,-99.0,21.88272,,,,,,0
391,3036,02/03/2019,23.89,-110.14,3036,-99.0,-99.0,B.C. Sureste,Sierra,30.63678,17.56769,-99.0,-99.0,22.88547,,,,,,0
394,3038,01/03/2019,26.89,-111.98,3038,-99.0,-99.0,B.C. Centro Este,Sierra,27.29709,15.76297,-99.0,-99.0,20.74857,,,,,,0
395,3038,02/03/2019,26.89,-111.98,3038,-99.0,-99.0,B.C. Centro Este,Sierra,26.95135,17.44296,-99.0,-99.0,21.64886,,,,,,0
408,3049,01/03/2019,23.81,-110.06,3049,-99.0,-99.0,B.C. Sureste,Sierra,28.88028,16.97766,-99.0,-99.0,21.97339,,,,,,0
409,3049,02/03/2019,23.81,-110.06,3049,-99.0,-99.0,B.C. Sureste,Sierra,30.66946,17.66806,-99.0,-99.0,22.95309,,,,,,0
410,3050,01/03/2019,23.74,-109.84,3050,-99.0,-99.0,B.C. Sureste,Sierra,28.60254,17.28488,-99.0,-99.0,22.08459,,,,,,0
411,3050,02/03/2019,23.74,-109.84,3050,-99.0,-99.0,B.C. Sureste,Sierra,30.11874,18.07977,-99.0,-99.0,22.99991,,,,,,0
412,3051,01/03/2019,23.11,-109.85,3051,-99.0,-99.0,B.C. Sureste,Sierra,27.7944,18.89453,-99.0,-99.0,22.7547,,,,,,0
413,3051,02/03/2019,23.11,-109.85,3051,-99.0,-99.0,B.C. Sureste,Sierra,27.93521,19.55188,-99.0,-99.0,22.91177,,,,,,0
444,3072,01/03/2019,26.77,-111.91,3072,-99.0,-99.0,B.C. Sureste,Sierra,28.75507,15.04636,-99.0,-99.0,20.91983,,,,,,0
445,3072,02/03/2019,26.77,-111.91,3072,-99.0,-99.0,B.C. Sureste,Sierra,28.5896,17.12589,-99.0,-99.0,22.09775,,,,,,0
450,3075,01/03/2019,24.84,-110.97,3075,-99.0,-99.0,B.C. Suroeste,Sierra,31.05072,16.15253,-99.0,-99.0,22.51404,,,,,,0
451,3075,02/03/2019,24.84,-110.97,3075,-99.0,-99.0,B.C. Suroeste,Sierra,32.39282,15.72696,-99.0,-99.0,23.13693,,,,,,0
474,3103,01/03/2019,27.06,-112.24,3103,-99.0,-99.0,B.C. Centro Este,Sierra,29.21506,13.22946,-99.0,-99.0,20.19473,,,,,,0
475,3103,02/03/2019,27.06,-112.24,3103,-99.0,-99.0,B.C. Centro Este,Sierra,27.67273,15.31534,-99.0,-99.0,20.9198,,,,,,0
476,3104,01/03/2019,24.04,-110.13,3104,-99.0,-99.0,B.C. Sureste,Sierra,27.91293,17.37521,-99.0,-99.0,21.7182,,,,,,0
477,3104,02/03/2019,24.04,-110.13,3104,-99.0,-99.0,B.C. Sureste,Sierra,30.14697,17.76794,-99.0,-99.0,22.7681,,,,,,0
486,3109,01/03/2019,25.36,-111.17,3109,-99.0,-99.0,B.C. Suroeste,Sierra,31.65866,15.35599,-99.0,-99.0,22.3262,,,,,,0
487,3109,02/03/2019,25.36,-111.17,3109,-99.0,-99.0,B.C. Suroeste,Sierra,32.16278,14.87347,-99.0,-99.0,22.55084,,,,,,0
488,3110,01/03/2019,24.15,-110.57,3110,-99.0,-99.0,B.C. Sureste,Sierra,30.24625,16.45007,-99.0,-99.0,22.1745,,,,,,0
489,3110,02/03/2019,24.15,-110.57,3110,-99.0,-99.0,B.C. Sureste,Sierra,30.72668,16.36917,-99.0,-99.0,22.60907,,,,,,0
512,3128,01/03/2019,24.91,-111.29,3128,-99.0,-99.0,B.C. Suroeste,Sierra,34.59225,14.71545,-99.0,-99.0,23.13324,,,,,,0
513,3128,02/03/2019,24.91,-111.29,3128,-99.0,-99.0,B.C. Suroeste,Sierra,35.27499,14.38757,-99.0,-99.0,23.76917,,,,,,0
524,3135,01/03/2019,23.08,-110.03,3135,-99.0,-99.0,B.C. Suroeste,Sierra,27.89163,18.81061,-99.0,-99.0,22.70599,,,,,,0
525,3135,02/03/2019,23.08,-110.03,3135,-99.0,-99.0,B.C. Suroeste,Sierra,27.97687,19.44733,-99.0,-99.0,22.81534,,,,,,0
536,3144,01/03/2019,23.35,-109.65,3144,-99.0,-99.0,B.C. Sureste,Sierra,27.4632,18.71002,-99.0,-99.0,22.55322,,,,,,0
537,3144,02/03/2019,23.35,-109.65,3144,-99.0,-99.0,B.C. Sureste,Sierra,27.9953,19.61108,-99.0,-99.0,23.22421,,,,,,0
542,3148,01/03/2019,27.41,-112.58,3148,-99.0,-99.0,B.C. Centro Oeste,Sierra,28.29056,13.04102,-99.0,-99.0,19.78329,,,,,,0
543,3148,02/03/2019,27.41,-112.58,3148,-99.0,-99.0,B.C. Centro Oeste,Sierra,26.96072,14.92142,-99.0,-99.0,20.18277,,,,,,0
562,3173,01/03/2019,24.9,-111.25,3173,-99.0,-99.0,B.C. Suroeste,Sierra,34.49911,14.79214,-99.0,-99.0,23.1546,,,,,,0
563,3173,02/03/2019,24.9,-111.25,3173,-99.0,-99.0,B.C. Suroeste,Sierra,35.25757,14.44965,-99.0,-99.0,23.81262,,,,,,0
570,3177,01/03/2019,23.7,-110.12,3177,-99.0,-99.0,B.C. Suroeste,Sierra,29.2731,16.87939,-99.0,-99.0,22.11249,,,,,,0
571,3177,02/03/2019,23.7,-110.12,3177,-99.0,-99.0,B.C. Suroeste,Sierra,30.3949,17.67935,-99.0,-99.0,22.89001,,,,,,0
584,3185,01/03/2019,27.55,-112.98,3185,-99.0,-99.0,B.C. Centro Oeste,Sierra,31.39221,11.44891,-99.0,-99.0,20.01428,,,,,,0
585,3185,02/03/2019,27.55,-112.98,3185,-99.0,-99.0,B.C. Centro Oeste,Sierra,29.03339,13.60117,-99.0,-99.0,19.52695,,,,,,0
586,3186,01/03/2019,23.69,-109.94,3186,-99.0,-99.0,B.C. Sureste,Sierra,29.32254,16.88467,-99.0,-99.0,22.18109,,,,,,0
587,3186,02/03/2019,23.69,-109.94,3186,-99.0,-99.0,B.C. Sureste,Sierra,30.6232,17.75375,-99.0,-99.0,23.03354,,,,,,0
592,3189,01/03/2019,23.05,-109.92,3189,-99.0,-99.0,B.C. Sureste,Sierra,27.76959,18.98404,-99.0,-99.0,22.77292,,,,,,0
593,3189,02/03/2019,23.05,-109.92,3189,-99.0,-99.0,B.C. Sureste,Sierra,27.85312,19.59973,-99.0,-99.0,22.8642,,,,,,0
728,5005,01/03/2019,26.84,-100.76,5005,-99.0,-99.0,Bravo Conchos,Sierra,32.52292,15.63599,-99.0,-99.0,22.21631,,,,,,0
729,5005,02/03/2019,26.84,-100.76,5005,-99.0,-99.0,Bravo Conchos,Sierra,32.62463,15.0553,-99.0,-99.0,22.74725,,,,,,0
742,5015,01/03/2019,28.8,-102.82,5015,-99.0,-99.0,Bravo Conchos,Sierra,29.10822,8.92862,-99.0,-99.0,17.65207,,,,,,0
743,5015,02/03/2019,28.8,-102.82,5015,-99.0,-99.0,Bravo Conchos,Sierra,28.82593,11.34808,-99.0,-99.0,19.67007,,,,,,0
744,5016,01/03/2019,25.38,-101.48,5016,-99.0,-99.0,Bravo Conchos,Sierra,29.24493,11.03464,-99.0,-99.0,19.00131,,,,,,0
745,5016,02/03/2019,25.38,-101.48,5016,-99.0,-99.0,Bravo Conchos,Sierra,32.00983,11.11731,-99.0,-99.0,20.19934,,,,,,0
782,5039,01/03/2019,27.29,-103.7,5039,-99.0,-99.0,Mapimi,Sierra,28.11206,9.72766,-99.0,-99.0,18.23502,,,,,,0
783,5039,02/03/2019,27.29,-103.7,5039,-99.0,-99.0,Mapimi,Sierra,28.98972,10.224,-99.0,-99.0,18.94226,,,,,,0
832,5136,01/03/2019,24.96,-100.86,5136,-99.0,-99.0,El Salado,Sierra,27.57654,10.25745,-99.0,-99.0,17.54089,,,,,,0
833,5136,02/03/2019,24.96,-100.86,5136,-99.0,-99.0,El Salado,Sierra,29.96158,9.32996,-99.0,-99.0,18.05582,,,,,,0
850,5148,01/03/2019,25.28,-100.34,5148,-99.0,-99.0,Bravo Conchos,Sierra,28.98065,12.61829,-99.0,-99.0,19.43353,,,,,,0
851,5148,02/03/2019,25.28,-100.34,5148,-99.0,-99.0,Bravo Conchos,Sierra,31.52188,12.41086,-99.0,-99.0,20.18311,,,,,,0
852,5149,01/03/2019,25.34,-100.53,5149,-99.0,-99.0,Bravo Conchos,Sierra,28.16898,11.45178,-99.0,-99.0,18.38608,,,,,,0
853,5149,02/03/2019,25.34,-100.53,5149,-99.0,-99.0,Bravo Conchos,Sierra,30.79272,10.93912,-99.0,-99.0,19.12802,,,,,,0
874,5162,01/03/2019,25.37,-101.58,5162,-99.0,-99.0,Bravo Conchos,Sierra,29.36383,10.90903,-99.0,-99.0,19.04376,,,,,,0
875,5162,02/03/2019,25.37,-101.58,5162,-99.0,-99.0,Bravo Conchos,Sierra,31.95691,11.05988,-99.0,-99.0,20.23419,,,,,,0
890,5171,01/03/2019,27.0,-101.72,5171,-99.0,-99.0,Bravo Conchos,Sierra,31.71072,13.68045,-99.0,-99.0,21.31046,,,,,,0
891,5171,02/03/2019,27.0,-101.72,5171,-99.0,-99.0,Bravo Conchos,Sierra,32.69455,13.87061,-99.0,-99.0,22.47345,,,,,,0
916,6001,01/03/2019,18.94,-103.95,6001,-99.0,-99.0,Armeria-Coahuayana,Sierra,29.25531,19.72742,-99.0,-99.0,23.67551,,,,,,0
917,6001,02/03/2019,18.94,-103.95,6001,-99.0,-99.0,Armeria-Coahuayana,Sierra,30.42596,20.76285,-99.0,-99.0,24.15009,,,,,,0
932,6010,01/03/2019,18.98,-103.53,6010,-99.0,-99.0,Armeria-Coahuayana,Sierra,30.20779,17.92975,-99.0,-99.0,23.07834,,,,,,0
933,6010,02/03/2019,18.98,-103.53,6010,-99.0,-99.0,Armeria-Coahuayana,Sierra,31.80499,19.10089,-99.0,-99.0,23.74243,,,,,,0
936,6013,01/03/2019,19.06,-103.79,6013,-99.0,-99.0,Armeria-Coahuayana,Sierra,29.89716,18.13498,-99.0,-99.0,23.04788,,,,,,0
937,6013,02/03/2019,19.06,-103.79,6013,-99.0,-99.0,Armeria-Coahuayana,Sierra,31.54257,19.38144,-99.0,-99.0,23.77554,,,,,,0
960,6042,01/03/2019,19.01,-103.73,6042,-99.0,-99.0,Armeria-Coahuayana,Sierra,30.00336,18.17078,-99.0,-99.0,23.1257,,,,,,0
961,6042,02/03/2019,19.01,-103.73,6042,-99.0,-99.0,Armeria-Coahuayana,Sierra,31.6922,19.51862,-99.0,-99.0,23.87878,,,,,,0
964,6051,01/03/2019,19.16,-104.27,6051,-99.0,-99.0,Costa de Jalisco,Sierra,28.53726,20.13803,-99.0,-99.0,23.51715,,,,,,0
965,6051,02/03/2019,19.16,-104.27,6051,-99.0,-99.0,Costa de Jalisco,Sierra,28.90784,20.414,-99.0,-99.0,23.67297,,,,,,0
970,6056,01/03/2019,19.17,-103.86,6056,-99.0,-99.0,Armeria-Coahuayana,Sierra,29.81766,17.56351,-99.0,-99.0,22.65381,,,,,,0
971,6056,02/03/2019,19.17,-103.86,6056,-99.0,-99.0,Armeria-Coahuayana,Sierra,31.42255,18.49576,-99.0,-99.0,23.34067,,,,,,0
980,6063,01/03/2019,19.2,-104.34,6063,-99.0,-99.0,Costa de Jalisco,Sierra,28.70377,19.86874,-99.0,-99.0,23.42438,,,,,,0
981,6063,02/03/2019,19.2,-104.34,6063,-99.0,-99.0,Costa de Jalisco,Sierra,29.09015,20.08752,-99.0,-99.0,23.59985,,,,,,0
982,6064,01/03/2019,19.22,-104.49,6064,-99.0,-99.0,Costa de Jalisco,Sierra,28.66473,19.91879,-99.0,-99.0,23.44299,,,,,,0
983,6064,02/03/2019,19.22,-104.49,6064,-99.0,-99.0,Costa de Jalisco,Sierra,28.99863,20.11517,-99.0,-99.0,23.60968,,,,,,0
986,6066,01/03/2019,19.43,-103.95,6066,-99.0,-99.0,Armeria-Coahuayana,Sierra,29.93347,15.763,-99.0,-99.0,21.5838,,,,,,0
987,6066,02/03/2019,19.43,-103.95,6066,-99.0,-99.0,Armeria-Coahuayana,Sierra,31.50555,15.90665,-99.0,-99.0,22.22324,,,,,,0
990,6068,01/03/2019,19.07,-104.14,6068,-99.0,-99.0,Costa de Jalisco,Sierra,28.54739,20.22974,-99.0,-99.0,23.60779,,,,,,0
991,6068,02/03/2019,19.07,-104.14,6068,-99.0,-99.0,Costa de Jalisco,Sierra,29.12036,20.78671,-99.0,-99.0,23.83914,,,,,,0
992,6070,01/03/2019,19.18,-104.13,6070,-99.0,-99.0,Costa de Jalisco,Sierra,28.96469,19.29718,-99.0,-99.0,23.2348,,,,,,0
993,6070,02/03/2019,19.18,-104.13,6070,-99.0,-99.0,Costa de Jalisco,Sierra,29.7085,19.75443,-99.0,-99.0,23.55469,,,,,,0
998,7020,01/03/2019,17.22,-93.73,7020,-99.0,-99.0,Grijalva-Usumacinta,Sierra,30.93726,19.32617,-99.0,-99.0,25.02548,,,,,,0
999,7020,02/03/2019,17.22,-93.73,7020,-99.0,-99.0,Grijalva-Usumacinta,Sierra,30.26205,20.23755,-99.0,-99.0,24.69971,,,,,,0
1000,7030,01/03/2019,16.8,-92.7,7030,-99.0,-99.0,Grijalva-Usumacinta,Sierra,28.28937,14.32013,-99.0,-99.0,21.12283,,,,,,0
1001,7030,02/03/2019,16.8,-92.7,7030,-99.0,-99.0,Grijalva-Usumacinta,Sierra,29.54761,14.25519,-99.0,-99.0,21.15747,,,,,,0
1002,7033,01/03/2019,16.9,-92.6,7033,-99.0,-99.0,Grijalva-Usumacinta,Sierra,27.43097,13.84906,-99.0,-99.0,20.46771,,,,,,0
1003,7033,02/03/2019,16.9,-92.6,7033,-99.0,-99.0,Grijalva-Usumacinta,Sierra,28.48022,13.83078,-99.0,-99.0,20.39014,,,,,,0
1008,7114,01/03/2019,16.91,-91.73,7114,-99.0,-99.0,Grijalva-Usumacinta,Sierra,31.41193,16.14737,-99.0,-99.0,22.58102,,,,,,0
1009,7114,02/03/2019,16.91,-91.73,7114,-99.0,-99.0,Grijalva-Usumacinta,Sierra,30.88458,15.56219,-99.0,-99.0,22.87628,,,,,,0
1012,7142,01/03/2019,16.55,-93.43,7142,-99.0,-99.0,Grijalva-Usumacinta,Sierra,32.77841,18.08032,-99.0,-99.0,24.86765,,,,,,0
1013,7142,02/03/2019,16.55,-93.43,7142,-99.0,-99.0,Grijalva-Usumacinta,Sierra,34.24515,18.80402,-99.0,-99.0,25.69614,,,,,,0
1016,7146,01/03/2019,15.04,-92.14,7146,-99.0,-99.0,Costa de Chiapas,Sierra,27.09918,17.97983,-99.0,-99.0,21.40128,,,,,,0
1017,7146,02/03/2019,15.04,-92.14,7146,-99.0,-99.0,Costa de Chiapas,Sierra,28.02847,16.75223,-99.0,-99.0,21.58957,,,,,,0
1020,7148,01/03/2019,16.89,-93.23,7148,-99.0,-99.0,Grijalva-Usumacinta,Sierra,29.33966,16.17145,-99.0,-99.0,22.62866,,,,,,0
1021,7148,02/03/2019,16.89,-93.23,7148,-99.0,-99.0,Grijalva-Usumacinta,Sierra,29.9425,17.01053,-99.0,-99.0,22.67148,,,,,,0
1022,7149,01/03/2019,16.89,-92.63,7149,-99.0,-99.0,Grijalva-Usumacinta,Sierra,27.51498,13.91837,-99.0,-99.0,20.5452,,,,,,0
1023,7149,02/03/2019,16.89,-92.63,7149,-99.0,-99.0,Grijalva-Usumacinta,Sierra,28.56146,13.91434,-99.0,-99.0,20.47388,,,,,,0
1024,7150,01/03/2019,16.05,-93.08,7150,-99.0,-99.0,Grijalva-Usumacinta,Sierra,32.2803,18.92661,-99.0,-99.0,24.82166,,,,,,0
1025,7150,02/03/2019,16.05,-93.08,7150,-99.0,-99.0,Grijalva-Usumacinta,Sierra,35.08426,18.66977,-99.0,-99.0,25.85074,,,,,,0
1032,7154,01/03/2019,16.12,-91.48,7154,-99.0,-99.0,Grijalva-Usumacinta,Sierra,31.52991,16.4295,-99.0,-99.0,22.94553,,,,,,0
1033,7154,02/03/2019,16.12,-91.48,7154,-99.0,-99.0,Grijalva-Usumacinta,Sierra,30.63474,16.69046,-99.0,-99.0,22.97141,,,,,,0
1036,7156,01/03/2019,16.94,-93.82,7156,-99.0,-99.0,Grijalva-Usumacinta,Sierra,31.19174,18.45865,-99.0,-99.0,24.54993,,,,,,0
1037,7156,02/03/2019,16.94,-93.82,7156,-99.0,-99.0,Grijalva-Usumacinta,Sierra,30.21866,19.41254,-99.0,-99.0,24.22739,,,,,,0
1038,7157,01/03/2019,15.03,-92.1,7157,-99.0,-99.0,Costa de Chiapas,Sierra,26.41547,17.15121,-99.0,-99.0,20.63852,,,,,,0
1039,7157,02/03/2019,15.03,-92.1,7157,-99.0,-99.0,Costa de Chiapas,Sierra,27.35345,15.88492,-99.0,-99.0,20.83636,,,,,,0
