,Ano,Mes,Dia,Antena,Latitud,Longitud,Temp_max_emas,Temp_min_emas,Temp_max_merra,Temp_min_merra,Temp_mean_merra,Temp_mean_emas
151,2019,3,2,10051,24.05,-105.01,28.87015,5.98779,28.87015,5.98779,15.15851,15.15851
152,2019,3,1,10077,25.05,-105.45,26.21353,5.58289,26.21353,5.58289,14.1897,14.1897
153,2019,3,2,10077,25.05,-105.45,28.92508,6.12988,28.92508,6.12988,15.19211,15.19211
154,2019,3,1,10078,26.08,-105.57,26.98242,6.02985,26.98242,6.02985,15.49292,15.49292
155,2019,3,2,10078,26.08,-105.57,30.12619,7.57617,30.12619,7.57617,16.78101,16.78101
156,2019,3,1,10098,25.18,-104.56,28.65482,7.99689,28.65482,7.99689,17.68906,17.68906
157,2019,3,2,10098,25.18,-104.56,31.56485,8.57367,31.56485,8.57367,18.91599,18.91599
158,2019,3,1,10100,25.05,-105.42,26.34888,5.65741,26.34888,5.65741,14.34036,14.34036
159,2019,3,2,10100,25.05,-105.42,29.06061,6.23096,29.06061,6.23096,15.3613,15.3613
160,2019,3,1,10138,26.0,-105.53,27.00775,5.88574,27.00775,5.88574,15.43134,15.43134
161,2019,3,2,10138,26.0,-105.53,30.13043,7.41681,30.13043,7.41681,16.69373,16.69373
162,2019,3,1,10143,25.58,-105.22,27.9613,6.23672,27.9613,6.23672,16.38687,16.38687
163,2019,3,2,10143,25.58,-105.22,31.08191,7.18988,31.08191,7.18988,17.44995,17.44995
164,2019,3,1,10147,25.77,-105.79,26.35077,4.73895,26.35077,4.73895,14.33835,14.33835
165,2019,3,2,10147,25.77,-105.79,29.07367,6.09363,29.07367,6.09363,15.4621,15.4621
166,2019,3,1,10149,25.5,-105.25,27.85223,5.86951,27.85223,5.86951,16.05829,16.05829
167,2019,3,2,10149,25.5,-105.25,30.8739,6.78799,30.8739,6.78799,17.11044,17.11044
168,2019,3,1,11012,20.2,-100.36,28.14713,8.68195,28.14713,8.68195,17.68555,17.68555
169,2019,3,2,11012,20.2,-100.36,28.74283,10.61832,28.74283,10.61832,18.78064,18.78064
170,2019,3,1,11060,20.92,-101.05,29.40799,10.233,29.40799,10.233,18.74939,18.74939
171,2019,3,2,11060,20.92,-101.05,29.65326,10.30292,29.65326,10.30292,19.34259,19.34259
172,2019,3,1,11121,20.92,-101.06,29.4035,10.2442,29.4035,10.2442,18.74677,18.74677
173,2019,3,2,11121,20.92,-101.06,29.64905,10.29968,29.64905,10.29968,19.34802,19.34802
174,2019,3,1,12003,17.18,-99.63,31.78931,19.18915,31.78931,19.18915,24.11224,24.11224
175,2019,3,2,12003,17.18,-99.63,33.32425,18.90686,33.32425,18.90686,24.681,24.681
176,2019,3,1,12004,18.34,-99.65,33.24869,15.65033,33.24869,15.65033,23.79922,23.79922
177,2019,3,2,12004,18.34,-99.65,34.06418,16.28738,34.06418,16.28738,24.26193,24.26193
178,2019,3,1,12009,17.41,-100.61,30.55554,19.24438,30.55554,19.24438,23.65424,23.65424
179,2019,3,2,12009,17.41,-100.61,32.24026,19.49234,32.24026,19.49234,24.31781,24.31781
180,2019,3,1,12036,18.73,-100.67,35.00421,18.02228,35.00421,18.02228,25.5563,25.5563
181,2019,3,2,12036,18.73,-100.67,35.51318,19.08044,35.51318,19.08044,26.02548,26.02548
182,2019,3,1,12043,18.3,-101.26,34.04709,18.57062,34.04709,18.57062,24.85706,24.85706
183,2019,3,2,12043,18.3,-101.26,36.30527,19.18259,36.30527,19.18259,25.65634,25.65634
184,2019,3,1,12047,18.34,-99.54,33.37396,15.53995,33.37396,15.53995,23.81168,23.81168
185,2019,3,2,12047,18.34,-99.54,34.15558,16.1731,34.15558,16.1731,24.24161,24.24161
186,2019,3,1,12055,18.11,-100.67,34.88574,17.98337,34.88574,17.98337,25.23358,25.23358
187,2019,3,2,12055,18.11,-100.67,35.54065,18.51459,35.54065,18.51459,25.55988,25.55988
188,2019,3,1,12065,18.23,-100.93,34.52545,18.48727,34.52545,18.48727,25.23685,25.23685
189,2019,3,2,12065,18.23,-100.93,35.92145,19.06238,35.92145,19.06238,25.78137,25.78137
190,2019,3,1,12066,16.66,-98.5,32.0896,21.43753,32.0896,21.43753,25.63217,25.63217
191,2019,3,2,12066,16.66,-98.5,32.75748,21.95129,32.75748,21.95129,26.10687,26.10687
192,2019,3,1,12077,18.1,-100.68,34.84143,17.95383,34.84143,17.95383,25.19183,25.19183
193,2019,3,2,12077,18.1,-100.68,35.51401,18.48392,35.51401,18.48392,25.52261,25.52261
194,2019,3,1,12082,18.22,-100.76,35.16568,18.42007,35.16568,18.42007,25.62653,25.62653
195,2019,3,2,12082,18.22,-100.76,35.86588,18.97345,35.86588,18.97345,25.9715,25.9715
196,2019,3,1,12085,18.28,-99.47,33.43854,15.61334,33.43854,15.61334,23.82458,23.82458
197,2019,3,2,12085,18.28,-99.47,34.22427,16.1597,34.22427,16.1597,24.21884,24.21884
198,2019,3,1,12093,18.3,-99.48,33.42841,15.58014,33.42841,15.58014,23.8222,23.8222
199,2019,3,2,12093,18.3,-99.48,34.20932,16.15497,34.20932,16.15497,24.22559,24.22559
200,2019,3,1,12111,17.55,-99.5,32.66721,15.9913,32.66721,15.9913,22.87149,22.87149
201,2019,3,2,12111,17.55,-99.5,33.81412,15.46603,33.81412,15.46603,23.19748,23.19748
202,2019,3,1,12116,18.35,-99.55,33.35959,15.5293,33.35959,15.5293,23.80786,23.80786
203,2019,3,2,12116,18.35,-99.55,34.14215,16.17688,34.14215,16.17688,24.24426,24.24426
204,2019,3,1,12120,17.28,-99.94,31.60791,19.18738,31.60791,19.18738,23.9567,23.9567
205,2019,3,2,12120,17.28,-99.94,33.02814,18.92798,33.02814,18.92798,24.56186,24.56186
206,2019,3,1,12134,17.53,-99.5,32.64642,15.99002,32.64642,15.99002,22.84747,22.84747
207,2019,3,2,12134,17.53,-99.5,33.80032,15.44659,33.80032,15.44659,23.17419,23.17419
208,2019,3,1,12187,16.58,-98.46,32.24744,22.17142,32.24744,22.17142,26.13583,26.13583
209,2019,3,2,12187,16.58,-98.46,32.8255,22.71725,32.8255,22.71725,26.58224,26.58224
210,2019,3,1,12211,17.75,-100.2,33.05194,17.1947,33.05194,17.1947,23.81604,23.81604
211,2019,3,2,12211,17.75,-100.2,33.99225,17.03915,33.99225,17.03915,24.22015,24.22015
212,2019,3,1,12216,18.35,-99.53,33.37756,15.51642,33.37756,15.51642,23.81052,23.81052
213,2019,3,2,12216,18.35,-99.53,34.15521,16.16229,34.15521,16.16229,24.24222,24.24222
214,2019,3,1,12222,18.35,-99.48,33.41238,15.49374,33.41238,15.49374,23.81628,23.81628
215,2019,3,2,12222,18.35,-99.48,34.18048,16.13513,34.18048,16.13513,24.23862,24.23862
216,2019,3,1,12224,18.18,-100.89,34.4549,18.32208,34.4549,18.32208,25.14319,25.14319
217,2019,3,2,12224,18.18,-100.89,35.69818,18.88248,35.69818,18.88248,25.6395,25.6395
218,2019,3,1,12225,18.07,-100.51,34.74371,17.74554,34.74371,17.74554,25.05145,25.05145
219,2019,3,2,12225,18.07,-100.51,35.36948,18.22348,35.36948,18.22348,25.36603,25.36603
220,2019,3,1,12259,18.1,-101.7,31.60971,21.49112,31.60971,21.49112,25.47226,25.47226
221,2019,3,2,12259,18.1,-101.7,33.55859,21.74374,33.55859,21.74374,25.96286,25.96286
222,2019,3,1,13036,19.84,-98.98,26.28738,8.01642,26.28738,8.01642,16.54724,16.54724
223,2019,3,2,13036,19.84,-98.98,27.52704,8.07401,27.52704,8.07401,16.78098,16.78098
224,2019,3,1,14007,19.91,-104.72,30.69965,17.09232,30.69965,17.09232,22.5788,22.5788
225,2019,3,2,14007,19.91,-104.72,31.75311,16.02991,31.75311,16.02991,22.89801,22.89801
226,2019,3,1,14015,20.42,-104.49,31.54541,14.12192,31.54541,14.12192,21.16595,21.16595
227,2019,3,2,14015,20.42,-104.49,32.93137,12.00989,32.93137,12.00989,21.17511,21.17511
228,2019,3,1,14024,19.99,-105.13,29.89853,18.56827,29.89853,18.56827,23.1221,23.1221
229,2019,3,2,14024,19.99,-105.13,30.91556,17.86319,30.91556,17.86319,23.46399,23.46399
230,2019,3,1,14027,19.62,-104.46,30.54114,16.88751,30.54114,16.88751,22.42737,22.42737
231,2019,3,2,14027,19.62,-104.46,31.51276,16.59778,31.51276,16.59778,22.88348,22.88348
232,2019,3,1,14034,19.75,-103.18,30.59079,13.49823,30.59079,13.49823,20.83643,20.83643
233,2019,3,2,14034,19.75,-103.18,31.58102,12.83493,31.58102,12.83493,21.10706,21.10706
234,2019,3,1,14035,20.5,-104.77,31.31512,15.71555,31.31512,15.71555,21.98157,21.98157
235,2019,3,2,14035,20.5,-104.77,32.74911,14.31711,32.74911,14.31711,22.1467,22.1467
236,2019,3,1,14037,22.33,-103.23,28.30466,8.37646,28.30466,8.37646,17.52206,17.52206
237,2019,3,2,14037,22.33,-103.23,28.83011,9.64664,28.83011,9.64664,17.87103,17.87103
238,2019,3,1,14051,19.82,-104.12,30.67554,15.09363,30.67554,15.09363,21.38574,21.38574
