,Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
5024,20118,01/03/2019,16.58,-96.74,20118,-99.0,-99.0,Costa Chica de Guerrero,Valle,30.46518,13.63953,-99.0,-99.0,20.59268,,,,,,0
5025,20118,02/03/2019,16.58,-96.74,20118,-99.0,-99.0,Costa Chica de Guerrero,Valle,30.72336,12.2706,-99.0,-99.0,20.63211,,,,,,0
5026,20119,01/03/2019,17.8,-97.34,20119,-99.0,-99.0,Papaloapan,Valle,28.42487,10.10657,-99.0,-99.0,18.11707,,,,,,0
5027,20119,02/03/2019,17.8,-97.34,20119,-99.0,-99.0,Papaloapan,Valle,29.01105,11.32611,-99.0,-99.0,18.91687,,,,,,0
5038,20125,01/03/2019,17.67,-97.95,20125,-99.0,-99.0,Balsas,Valle,31.34552,12.90942,-99.0,-99.0,21.00891,,,,,,0
5039,20125,02/03/2019,17.67,-97.95,20125,-99.0,-99.0,Balsas,Valle,33.2821,13.53619,-99.0,-99.0,22.20886,,,,,,0
5064,20139,01/03/2019,18.05,-96.55,20139,-99.0,-99.0,Papaloapan,Valle,28.84567,15.7373,-99.0,-99.0,21.66592,,,,,,0
5065,20139,02/03/2019,18.05,-96.55,20139,-99.0,-99.0,Papaloapan,Valle,28.85602,17.41458,-99.0,-99.0,22.28821,,,,,,0
5092,20155,01/03/2019,18.13,-97.07,20155,-99.0,-99.0,Papaloapan,Valle,27.43222,10.91928,-99.0,-99.0,18.28503,,,,,,0
5093,20155,02/03/2019,18.13,-97.07,20155,-99.0,-99.0,Papaloapan,Valle,26.71774,13.34744,-99.0,-99.0,19.01901,,,,,,0
5094,20156,01/03/2019,18.12,-97.08,20156,-99.0,-99.0,Papaloapan,Valle,27.45547,10.86835,-99.0,-99.0,18.26514,,,,,,0
5095,20156,02/03/2019,18.12,-97.08,20156,-99.0,-99.0,Papaloapan,Valle,26.76913,13.26932,-99.0,-99.0,18.99631,,,,,,0
5096,20157,01/03/2019,17.87,-97.37,20157,-99.0,-99.0,Papaloapan,Valle,28.40543,9.97678,-99.0,-99.0,18.03201,,,,,,0
5097,20157,02/03/2019,17.87,-97.37,20157,-99.0,-99.0,Papaloapan,Valle,29.02756,11.47995,-99.0,-99.0,18.96826,,,,,,0
5116,20167,01/03/2019,17.27,-97.68,20167,-99.0,-99.0,Balsas,Valle,29.63092,12.07758,-99.0,-99.0,19.42758,,,,,,0
5117,20167,02/03/2019,17.27,-97.68,20167,-99.0,-99.0,Balsas,Valle,31.00021,11.56549,-99.0,-99.0,20.04529,,,,,,0
5126,20175,01/03/2019,17.78,-96.32,20175,-99.0,-99.0,Papaloapan,Valle,28.91809,16.92862,-99.0,-99.0,22.44424,,,,,,0
5127,20175,02/03/2019,17.78,-96.32,20175,-99.0,-99.0,Papaloapan,Valle,29.78885,18.18683,-99.0,-99.0,23.19696,,,,,,0
5162,20202,01/03/2019,16.74,-96.82,20202,-99.0,-99.0,Costa Chica de Guerrero,Valle,30.15472,12.60895,-99.0,-99.0,20.0444,,,,,,0
5163,20202,02/03/2019,16.74,-96.82,20202,-99.0,-99.0,Costa Chica de Guerrero,Valle,30.24365,11.69705,-99.0,-99.0,20.08197,,,,,,0
5172,20209,01/03/2019,16.87,-96.78,20209,-99.0,-99.0,Costa Chica de Guerrero,Valle,30.02679,11.70813,-99.0,-99.0,19.66498,,,,,,0
5173,20209,02/03/2019,16.87,-96.78,20209,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.84583,11.36902,-99.0,-99.0,19.69611,,,,,,0
5176,20211,01/03/2019,17.06,-96.71,20211,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.71213,10.89868,-99.0,-99.0,19.25937,,,,,,0
5177,20211,02/03/2019,17.06,-96.71,20211,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.20493,11.31094,-99.0,-99.0,19.2872,,,,,,0
5180,20221,01/03/2019,17.52,-97.32,20221,-99.0,-99.0,Costa Chica de Guerrero,Valle,28.62329,10.44693,-99.0,-99.0,18.39008,,,,,,0
5181,20221,02/03/2019,17.52,-97.32,20221,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.24823,10.59283,-99.0,-99.0,18.75043,,,,,,0
5188,20232,01/03/2019,17.02,-97.93,20232,-99.0,-99.0,Costa Chica de Guerrero,Valle,31.43347,14.76776,-99.0,-99.0,21.61014,,,,,,0
5189,20232,02/03/2019,17.02,-97.93,20232,-99.0,-99.0,Costa Chica de Guerrero,Valle,32.84384,15.10187,-99.0,-99.0,22.22702,,,,,,0
5210,20258,01/03/2019,17.2,-96.78,20258,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.37958,10.69608,-99.0,-99.0,19.07617,,,,,,0
5211,20258,02/03/2019,17.2,-96.78,20258,-99.0,-99.0,Costa Chica de Guerrero,Valle,28.76361,11.28949,-99.0,-99.0,18.99033,,,,,,0
5216,20265,01/03/2019,17.42,-97.27,20265,-99.0,-99.0,Costa Chica de Guerrero,Valle,28.80768,10.74548,-99.0,-99.0,18.61292,,,,,,0
5217,20265,02/03/2019,17.42,-97.27,20265,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.33081,10.75363,-99.0,-99.0,18.88104,,,,,,0
5218,20266,01/03/2019,16.83,-96.78,20266,-99.0,-99.0,Costa Chica de Guerrero,Valle,30.06839,11.96027,-99.0,-99.0,19.77542,,,,,,0
5219,20266,02/03/2019,16.83,-96.78,20266,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.95657,11.47131,-99.0,-99.0,19.80878,,,,,,0
5226,20275,01/03/2019,17.8,-97.77,20275,-99.0,-99.0,Balsas,Valle,29.91797,11.4303,-99.0,-99.0,19.54062,,,,,,0
5227,20275,02/03/2019,17.8,-97.77,20275,-99.0,-99.0,Balsas,Valle,31.24841,12.37329,-99.0,-99.0,20.61133,,,,,,0
5230,20278,01/03/2019,17.67,-97.57,20278,-99.0,-99.0,Balsas,Valle,28.71805,10.3913,-99.0,-99.0,18.34033,,,,,,0
5231,20278,02/03/2019,17.67,-97.57,20278,-99.0,-99.0,Balsas,Valle,29.69589,10.83633,-99.0,-99.0,19.04782,,,,,,0
5276,20316,01/03/2019,17.7,-98.42,20316,-99.0,-99.0,Balsas,Valle,32.24442,13.81265,-99.0,-99.0,21.92969,,,,,,0
5277,20316,02/03/2019,17.7,-98.42,20316,-99.0,-99.0,Balsas,Valle,33.92862,14.66452,-99.0,-99.0,22.99991,,,,,,0
5320,20354,01/03/2019,16.95,-96.78,20354,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.96759,11.31766,-99.0,-99.0,19.49734,,,,,,0
5321,20354,02/03/2019,16.95,-96.78,20354,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.67624,11.21405,-99.0,-99.0,19.52441,,,,,,0
5342,20375,01/03/2019,17.47,-98.1,20375,-99.0,-99.0,Balsas,Valle,31.4939,13.18607,-99.0,-99.0,21.12616,,,,,,0
5343,20375,02/03/2019,17.47,-98.1,20375,-99.0,-99.0,Balsas,Valle,33.51154,13.90753,-99.0,-99.0,22.30698,,,,,,0
5352,20383,01/03/2019,16.91,-96.73,20383,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.98349,11.48187,-99.0,-99.0,19.56891,,,,,,0
5353,20383,02/03/2019,16.91,-96.73,20383,-99.0,-99.0,Costa Chica de Guerrero,Valle,29.69794,11.38345,-99.0,-99.0,19.61807,,,,,,0
5372,20508,01/03/2019,18.06,-96.54,20508,-99.0,-99.0,Papaloapan,Valle,28.9505,15.99652,-99.0,-99.0,21.85349,,,,,,0
5373,20508,02/03/2019,18.06,-96.54,20508,-99.0,-99.0,Papaloapan,Valle,29.02792,17.64352,-99.0,-99.0,22.49011,,,,,,0
5392,21010,01/03/2019,18.37,-97.3,21010,-99.0,-99.0,Papaloapan,Valle,27.25323,9.22101,-99.0,-99.0,17.0047,,,,,,0
5393,21010,02/03/2019,18.37,-97.3,21010,-99.0,-99.0,Papaloapan,Valle,27.70087,11.8858,-99.0,-99.0,18.65094,,,,,,0
5406,21018,01/03/2019,18.3,-97.16,21018,-99.0,-99.0,Papaloapan,Valle,27.36148,10.43085,-99.0,-99.0,17.84882,,,,,,0
5407,21018,02/03/2019,18.3,-97.16,21018,-99.0,-99.0,Papaloapan,Valle,27.21185,13.15741,-99.0,-99.0,19.12622,,,,,,0
5428,21030,01/03/2019,18.28,-97.16,21030,-99.0,-99.0,Papaloapan,Valle,27.39243,10.43628,-99.0,-99.0,17.87503,,,,,,0
5429,21030,02/03/2019,18.28,-97.16,21030,-99.0,-99.0,Papaloapan,Valle,27.22186,13.11652,-99.0,-99.0,19.10596,,,,,,0
5434,21033,01/03/2019,18.58,-97.59,21033,-99.0,-99.0,Papaloapan,Valle,26.79663,8.1799,-99.0,-99.0,16.16452,,,,,,0
5435,21033,02/03/2019,18.58,-97.59,21033,-99.0,-99.0,Papaloapan,Valle,27.5191,10.80994,-99.0,-99.0,18.0582,,,,,,0
5464,21049,01/03/2019,18.62,-98.47,21049,-99.0,-99.0,Balsas,Valle,32.09879,14.24799,-99.0,-99.0,22.11014,,,,,,0
5465,21049,02/03/2019,18.62,-98.47,21049,-99.0,-99.0,Balsas,Valle,32.82455,14.88095,-99.0,-99.0,23.02576,,,,,,0
5512,21075,01/03/2019,18.5,-97.45,21075,-99.0,-99.0,Papaloapan,Valle,26.98419,8.41226,-99.0,-99.0,16.36258,,,,,,0
5513,21075,02/03/2019,18.5,-97.45,21075,-99.0,-99.0,Papaloapan,Valle,27.67606,11.08691,-99.0,-99.0,18.23065,,,,,,0
5528,21083,01/03/2019,18.46,-97.39,21083,-99.0,-99.0,Papaloapan,Valle,27.05682,8.63275,-99.0,-99.0,16.5351,,,,,,0
5529,21083,02/03/2019,18.46,-97.39,21083,-99.0,-99.0,Papaloapan,Valle,27.69061,11.31326,-99.0,-99.0,18.35312,,,,,,0
5536,21087,01/03/2019,18.6,-97.93,21087,-99.0,-99.0,Balsas,Valle,30.57159,12.54477,-99.0,-99.0,20.30505,,,,,,0
5537,21087,02/03/2019,18.6,-97.93,21087,-99.0,-99.0,Balsas,Valle,31.2243,13.35629,-99.0,-99.0,21.41022,,,,,,0
5544,21092,01/03/2019,18.16,-97.11,21092,-99.0,-99.0,Papaloapan,Valle,27.48135,10.75507,-99.0,-99.0,18.18195,,,,,,0
5545,21092,02/03/2019,18.16,-97.11,21092,-99.0,-99.0,Papaloapan,Valle,26.95428,13.20959,-99.0,-99.0,19.0386,,,,,,0
5546,21093,01/03/2019,18.69,-97.67,21093,-99.0,-99.0,Papaloapan,Valle,26.7847,8.22119,-99.0,-99.0,16.21814,,,,,,0
5547,21093,02/03/2019,18.69,-97.67,21093,-99.0,-99.0,Papaloapan,Valle,27.44086,10.76001,-99.0,-99.0,18.03268,,,,,,0
5562,21102,01/03/2019,18.72,-97.79,21102,-99.0,-99.0,Papaloapan,Valle,28.08331,9.64911,-99.0,-99.0,17.59131,,,,,,0
5563,21102,02/03/2019,18.72,-97.79,21102,-99.0,-99.0,Papaloapan,Valle,28.60992,11.57928,-99.0,-99.0,19.09689,,,,,,0
5584,21113,01/03/2019,18.33,-97.25,21113,-99.0,-99.0,Papaloapan,Valle,27.33994,9.64441,-99.0,-99.0,17.32269,,,,,,0
5585,21113,02/03/2019,18.33,-97.25,21113,-99.0,-99.0,Papaloapan,Valle,27.60373,12.306,-99.0,-99.0,18.83075,,,,,,0
5616,21132,01/03/2019,18.61,-98.47,21132,-99.0,-99.0,Balsas,Valle,32.15848,14.32581,-99.0,-99.0,22.18118,,,,,,0
5617,21132,02/03/2019,18.61,-98.47,21132,-99.0,-99.0,Balsas,Valle,32.90253,14.94955,-99.0,-99.0,23.10245,,,,,,0
5686,21203,01/03/2019,18.74,-97.91,21203,-99.0,-99.0,Balsas,Valle,29.63879,11.32065,-99.0,-99.0,19.20187,,,,,,0
5687,21203,02/03/2019,18.74,-97.91,21203,-99.0,-99.0,Balsas,Valle,29.99115,12.55188,-99.0,-99.0,20.34521,,,,,,0
5696,21211,01/03/2019,20.58,-97.85,21211,-99.0,-99.0,Norte de Veracruz,Valle,30.04675,17.53726,-99.0,-99.0,22.52774,,,,,,0
5697,21211,02/03/2019,20.58,-97.85,21211,-99.0,-99.0,Norte de Veracruz,Valle,30.50287,18.46295,-99.0,-99.0,23.28708,,,,,,0
5766,22029,01/03/2019,20.38,-100.28,22029,-99.0,-99.0,Lerma Santiago,Valle,28.78021,9.09882,-99.0,-99.0,18.31854,,,,,,0
5767,22029,02/03/2019,20.38,-100.28,22029,-99.0,-99.0,Lerma Santiago,Valle,29.45081,11.12454,-99.0,-99.0,19.11926,,,,,,0
5932,24021,01/03/2019,22.67,-101.13,24021,-99.0,-99.0,El Salado,Valle,29.1181,10.26764,-99.0,-99.0,18.44415,,,,,,0
5933,24021,02/03/2019,22.67,-101.13,24021,-99.0,-99.0,El Salado,Valle,30.55338,11.13849,-99.0,-99.0,19.71786,,,,,,0
5948,24032,01/03/2019,22.62,-100.4,24032,-99.0,-99.0,Panuco,Valle,31.38211,13.73257,-99.0,-99.0,20.62393,,,,,,0
5949,24032,02/03/2019,22.62,-100.4,24032,-99.0,-99.0,Panuco,Valle,33.40176,14.284,-99.0,-99.0,22.07227,,,,,,0
5960,24038,01/03/2019,22.45,-101.08,24038,-99.0,-99.0,El Salado,Valle,29.43741,10.13785,-99.0,-99.0,18.57169,,,,,,0
5961,24038,02/03/2019,22.45,-101.08,24038,-99.0,-99.0,El Salado,Valle,30.72174,11.34796,-99.0,-99.0,19.89078,,,,,,0
5962,24039,01/03/2019,22.37,-99.29,24039,-99.0,-99.0,Panuco,Valle,33.00711,17.60199,-99.0,-99.0,23.60779,,,,,,0
5963,24039,02/03/2019,22.37,-99.29,24039,-99.0,-99.0,Panuco,Valle,34.24387,17.55719,-99.0,-99.0,24.48169,,,,,,0
6044,24085,01/03/2019,21.62,-98.65,24085,-99.0,-99.0,Panuco,Valle,33.08807,19.57556,-99.0,-99.0,24.85785,,,,,,0
6045,24085,02/03/2019,21.62,-98.65,24085,-99.0,-99.0,Panuco,Valle,33.87515,19.82687,-99.0,-99.0,25.47458,,,,,,0
6092,24113,01/03/2019,21.69,-98.61,24113,-99.0,-99.0,Panuco,Valle,33.1185,19.73679,-99.0,-99.0,24.97302,,,,,,0
6093,24113,02/03/2019,21.69,-98.61,24113,-99.0,-99.0,Panuco,Valle,33.78534,20.00507,-99.0,-99.0,25.52686,,,,,,0
6228,24199,01/03/2019,22.43,-99.31,24199,-99.0,-99.0,Panuco,Valle,33.00562,17.54037,-99.0,-99.0,23.56961,,,,,,0
6229,24199,02/03/2019,22.43,-99.31,24199,-99.0,-99.0,Panuco,Valle,34.24365,17.4371,-99.0,-99.0,24.44064,,,,,,0
6304,25044,01/03/2019,26.89,-108.35,25044,-99.0,-99.0,Sinaloa,Valle,30.28146,11.81024,-99.0,-99.0,20.34113,,,,,,0
6305,25044,02/03/2019,26.89,-108.35,25044,-99.0,-99.0,Sinaloa,Valle,29.36203,14.14243,-99.0,-99.0,20.48862,,,,,,0
6344,25069,01/03/2019,24.92,-107.39,25069,-99.0,-99.0,Sinaloa,Valle,32.42236,16.13333,-99.0,-99.0,22.88373,,,,,,0
6345,25069,02/03/2019,24.92,-107.39,25069,-99.0,-99.0,Sinaloa,Valle,33.45895,17.11249,-99.0,-99.0,23.4483,,,,,,0
6436,25186,01/03/2019,23.01,-105.67,25186,-99.0,-99.0,Presidio-San Pedro,Valle,30.48508,16.65588,-99.0,-99.0,22.35632,,,,,,0
6437,25186,02/03/2019,23.01,-105.67,25186,-99.0,-99.0,Presidio-San Pedro,Valle,30.73901,15.87338,-99.0,-99.0,22.32758,,,,,,0
6440,26001,01/03/2019,31.33,-109.55,26001,-99.0,-99.0,Sonora Sur,Valle,24.50394,6.47958,-99.0,-99.0,13.6528,,,,,,0
6441,26001,02/03/2019,31.33,-109.55,26001,-99.0,-99.0,Sonora Sur,Valle,23.54404,8.78952,-99.0,-99.0,14.82864,,,,,,0
6444,26004,01/03/2019,28.93,-109.19,26004,-99.0,-99.0,Sonora Sur,Valle,29.20288,11.37625,-99.0,-99.0,20.01297,,,,,,0
6445,26004,02/03/2019,28.93,-109.19,26004,-99.0,-99.0,Sonora Sur,Valle,25.6011,12.32178,-99.0,-99.0,18.51917,,,,,,0
6448,26006,01/03/2019,29.81,-109.14,26006,-99.0,-99.0,Sonora Sur,Valle,26.0293,10.66101,-99.0,-99.0,17.71222,,,,,,0
6449,26006,02/03/2019,29.81,-109.14,26006,-99.0,-99.0,Sonora Sur,Valle,23.69366,9.26831,-99.0,-99.0,16.17416,,,,,,0
6450,26007,01/03/2019,30.6,-110.24,26007,-99.0,-99.0,Sonora Sur,Valle,25.79547,7.76813,-99.0,-99.0,15.27606,,,,,,0
6451,26007,02/03/2019,30.6,-110.24,26007,-99.0,-99.0,Sonora Sur,Valle,24.1051,10.48407,-99.0,-99.0,15.99554,,,,,,0
6452,26008,01/03/2019,30.0,-110.22,26008,-99.0,-99.0,Sonora Sur,Valle,27.6441,9.06116,-99.0,-99.0,16.85095,,,,,,0
6453,26008,02/03/2019,30.0,-110.22,26008,-99.0,-99.0,Sonora Sur,Valle,26.16345,10.43997,-99.0,-99.0,17.20789,,,,,,0
6458,26011,01/03/2019,29.72,-110.15,26011,-99.0,-99.0,Sonora Sur,Valle,28.47983,10.19724,-99.0,-99.0,17.92484,,,,,,0
6459,26011,02/03/2019,29.72,-110.15,26011,-99.0,-99.0,Sonora Sur,Valle,26.17722,11.27878,-99.0,-99.0,17.99023,,,,,,0
6460,26012,01/03/2019,30.48,-108.94,26012,-99.0,-99.0,Sonora Sur,Valle,23.52475,8.129,-99.0,-99.0,14.86194,,,,,,0
6461,26012,02/03/2019,30.48,-108.94,26012,-99.0,-99.0,Sonora Sur,Valle,20.94696,7.05777,-99.0,-99.0,13.44263,,,,,,0
6476,26022,01/03/2019,30.83,-109.22,26022,-99.0,-99.0,Sonora Sur,Valle,25.25211,7.32901,-99.0,-99.0,14.88708,,,,,,0
6477,26022,02/03/2019,30.83,-109.22,26022,-99.0,-99.0,Sonora Sur,Valle,23.12231,8.73517,-99.0,-99.0,14.88232,,,,,,0
6500,26036,01/03/2019,30.9,-109.56,26036,-99.0,-99.0,Sonora Sur,Valle,25.25748,7.24377,-99.0,-99.0,14.67603,,,,,,0
6501,26036,02/03/2019,30.9,-109.56,26036,-99.0,-99.0,Sonora Sur,Valle,23.28232,9.02466,-99.0,-99.0,14.91949,,,,,,0
6510,26045,01/03/2019,30.78,-110.85,26045,-99.0,-99.0,Sonora Norte,Valle,25.25351,8.82999,-99.0,-99.0,15.45135,,,,,,0
6511,26045,02/03/2019,30.78,-110.85,26045,-99.0,-99.0,Sonora Norte,Valle,24.37836,10.94257,-99.0,-99.0,16.35236,,,,,,0
6514,26047,01/03/2019,28.38,-109.55,26047,-99.0,-99.0,Sonora Sur,Valle,31.00531,13.10837,-99.0,-99.0,21.14948,,,,,,0
6515,26047,02/03/2019,28.38,-109.55,26047,-99.0,-99.0,Sonora Sur,Valle,27.60641,14.02811,-99.0,-99.0,19.78613,,,,,,0
6528,26054,01/03/2019,29.8,-109.68,26054,-99.0,-99.0,Sonora Sur,Valle,27.71362,10.39023,-99.0,-99.0,18.06656,,,,,,0
6529,26054,02/03/2019,29.8,-109.68,26054,-99.0,-99.0,Sonora Sur,Valle,25.46051,10.6835,-99.0,-99.0,17.56345,,,,,,0
6546,26064,01/03/2019,29.93,-110.63,26064,-99.0,-99.0,Sonora Sur,Valle,28.27637,9.91019,-99.0,-99.0,17.3443,,,,,,0
6547,26064,02/03/2019,29.93,-110.63,26064,-99.0,-99.0,Sonora Sur,Valle,27.48416,10.92786,-99.0,-99.0,17.77609,,,,,,0
6550,26067,01/03/2019,29.69,-108.98,26067,-99.0,-99.0,Sonora Sur,Valle,24.93622,10.43079,-99.0,-99.0,17.12616,,,,,,0
6551,26067,02/03/2019,29.69,-108.98,26067,-99.0,-99.0,Sonora Sur,Valle,22.52527,8.49728,-99.0,-99.0,15.17072,,,,,,0
6554,26069,01/03/2019,30.44,-109.39,26069,-99.0,-99.0,Sonora Sur,Valle,25.53946,8.32898,-99.0,-99.0,16.09305,,,,,,0
6555,26069,02/03/2019,30.44,-109.39,26069,-99.0,-99.0,Sonora Sur,Valle,23.34613,9.6011,-99.0,-99.0,15.84549,,,,,,0
6570,26077,01/03/2019,29.06,-109.23,26077,-99.0,-99.0,Sonora Sur,Valle,29.31836,11.55972,-99.0,-99.0,20.19211,,,,,,0
6571,26077,02/03/2019,29.06,-109.23,26077,-99.0,-99.0,Sonora Sur,Valle,25.815,12.36063,-99.0,-99.0,18.70346,,,,,,0
6572,26078,01/03/2019,29.07,-109.24,26078,-99.0,-99.0,Sonora Sur,Valle,29.35916,11.60596,-99.0,-99.0,20.23352,,,,,,0
6573,26078,02/03/2019,29.07,-109.24,26078,-99.0,-99.0,Sonora Sur,Valle,25.86954,12.38647,-99.0,-99.0,18.74576,,,,,,0
6588,26088,01/03/2019,29.28,-109.73,26088,-99.0,-99.0,Sonora Sur,Valle,29.59827,11.69046,-99.0,-99.0,19.78381,,,,,,0
6589,26088,02/03/2019,29.28,-109.73,26088,-99.0,-99.0,Sonora Sur,Valle,26.57315,12.54321,-99.0,-99.0,19.03778,,,,,,0
6608,26101,01/03/2019,28.6,-109.57,26101,-99.0,-99.0,Sonora Sur,Valle,30.73972,12.6972,-99.0,-99.0,20.939,,,,,,0
6609,26101,02/03/2019,28.6,-109.57,26101,-99.0,-99.0,Sonora Sur,Valle,27.15024,13.64612,-99.0,-99.0,19.49707,,,,,,0
6610,26102,01/03/2019,27.19,-109.2,26102,-99.0,-99.0,Sonora Sur,Valle,32.96094,15.38083,-99.0,-99.0,22.60385,,,,,,0
6611,26102,02/03/2019,27.19,-109.2,26102,-99.0,-99.0,Sonora Sur,Valle,31.70828,16.65997,-99.0,-99.0,22.77365,,,,,,0
6620,26110,01/03/2019,29.99,-109.8,26110,-99.0,-99.0,Sonora Sur,Valle,27.27557,9.30328,-99.0,-99.0,17.06024,,,,,,0
6621,26110,02/03/2019,29.99,-109.8,26110,-99.0,-99.0,Sonora Sur,Valle,25.35187,10.21017,-99.0,-99.0,17.0307,,,,,,0
6622,26115,01/03/2019,30.78,-110.86,26115,-99.0,-99.0,Sonora Norte,Valle,25.28845,8.87814,-99.0,-99.0,15.49701,,,,,,0
6623,26115,02/03/2019,30.78,-110.86,26115,-99.0,-99.0,Sonora Norte,Valle,24.44528,10.97028,-99.0,-99.0,16.3967,,,,,,0
6624,26116,01/03/2019,30.45,-109.4,26116,-99.0,-99.0,Sonora Sur,Valle,25.52789,8.29303,-99.0,-99.0,16.06516,,,,,,0
6625,26116,02/03/2019,30.45,-109.4,26116,-99.0,-99.0,Sonora Sur,Valle,23.33755,9.60275,-99.0,-99.0,15.83304,,,,,,0
6636,26125,01/03/2019,28.4,-109.88,26125,-99.0,-99.0,Sonora Sur,Valle,32.93491,14.2308,-99.0,-99.0,22.28058,,,,,,0
6637,26125,02/03/2019,28.4,-109.88,26125,-99.0,-99.0,Sonora Sur,Valle,29.56641,15.02615,-99.0,-99.0,20.91748,,,,,,0
6660,26145,01/03/2019,30.63,-109.97,26145,-99.0,-99.0,Sonora Sur,Valle,25.66589,7.34048,-99.0,-99.0,15.09088,,,,,,0
6661,26145,02/03/2019,30.63,-109.97,26145,-99.0,-99.0,Sonora Sur,Valle,23.78754,10.18692,-99.0,-99.0,15.70721,,,,,,0
6684,26181,01/03/2019,29.71,-110.57,26181,-99.0,-99.0,Sonora Sur,Valle,29.2066,11.1217,-99.0,-99.0,18.47803,,,,,,0
6685,26181,02/03/2019,29.71,-110.57,26181,-99.0,-99.0,Sonora Sur,Valle,27.68579,11.66882,-99.0,-99.0,18.61691,,,,,,0
6690,26184,01/03/2019,29.68,-108.98,26184,-99.0,-99.0,Sonora Sur,Valle,24.99869,10.46344,-99.0,-99.0,17.18011,,,,,,0
6691,26184,02/03/2019,29.68,-108.98,26184,-99.0,-99.0,Sonora Sur,Valle,22.5827,8.56702,-99.0,-99.0,15.23734,,,,,,0
6692,26185,01/03/2019,28.98,-109.4,26185,-99.0,-99.0,Sonora Sur,Valle,29.97665,11.99667,-99.0,-99.0,20.71225,,,,,,0
6693,26185,02/03/2019,28.98,-109.4,26185,-99.0,-99.0,Sonora Sur,Valle,26.32529,12.91879,-99.0,-99.0,19.20331,,,,,,0
6696,26188,01/03/2019,30.05,-109.33,26188,-99.0,-99.0,Sonora Sur,Valle,26.28662,10.33252,-99.0,-99.0,17.57657,,,,,,0
6697,26188,02/03/2019,30.05,-109.33,26188,-99.0,-99.0,Sonora Sur,Valle,23.99362,9.59549,-99.0,-99.0,16.53894,,,,,,0
6708,26198,01/03/2019,29.54,-110.12,26198,-99.0,-99.0,Sonora Sur,Valle,29.04642,10.95834,-99.0,-99.0,18.61523,,,,,,0
6709,26198,02/03/2019,29.54,-110.12,26198,-99.0,-99.0,Sonora Sur,Valle,26.30814,11.84198,-99.0,-99.0,18.51443,,,,,,0
6714,26202,01/03/2019,29.54,-109.53,26202,-99.0,-99.0,Sonora Sur,Valle,28.82196,11.81058,-99.0,-99.0,19.70865,,,,,,0
6715,26202,02/03/2019,29.54,-109.53,26202,-99.0,-99.0,Sonora Sur,Valle,26.36172,11.69324,-99.0,-99.0,18.66364,,,,,,0
6716,26205,01/03/2019,30.36,-108.93,26205,-99.0,-99.0,Sonora Sur,Valle,23.3454,8.36084,-99.0,-99.0,14.9281,,,,,,0
6717,26205,02/03/2019,30.36,-108.93,26205,-99.0,-99.0,Sonora Sur,Valle,20.81195,6.83304,-99.0,-99.0,13.28204,,,,,,0
6724,26214,01/03/2019,29.91,-110.21,26214,-99.0,-99.0,Sonora Sur,Valle,27.78683,9.25583,-99.0,-99.0,17.03641,,,,,,0
6725,26214,02/03/2019,29.91,-110.21,26214,-99.0,-99.0,Sonora Sur,Valle,26.16095,10.58167,-99.0,-99.0,17.34186,,,,,,0
6726,26222,01/03/2019,29.62,-109.47,26222,-99.0,-99.0,Sonora Sur,Valle,28.52914,11.7244,-99.0,-99.0,19.56192,,,,,,0
6727,26222,02/03/2019,29.62,-109.47,26222,-99.0,-99.0,Sonora Sur,Valle,26.12744,11.44254,-99.0,-99.0,18.44977,,,,,,0
6738,26236,01/03/2019,29.86,-109.31,26236,-99.0,-99.0,Sonora Sur,Valle,26.93549,10.90891,-99.0,-99.0,18.26593,,,,,,0
6739,26236,02/03/2019,29.86,-109.31,26236,-99.0,-99.0,Sonora Sur,Valle,24.61288,10.0748,-99.0,-99.0,17.09644,,,,,,0
6744,26241,01/03/2019,30.03,-110.68,26241,-99.0,-99.0,Sonora Sur,Valle,27.84869,9.55048,-99.0,-99.0,16.94687,,,,,,0
6745,26241,02/03/2019,30.03,-110.68,26241,-99.0,-99.0,Sonora Sur,Valle,27.24011,10.74219,-99.0,-99.0,17.47702,,,,,,0
6756,26251,01/03/2019,29.68,-109.65,26251,-99.0,-99.0,Sonora Sur,Valle,28.3689,11.11359,-99.0,-99.0,18.87756,,,,,,0
6757,26251,02/03/2019,29.68,-109.65,26251,-99.0,-99.0,Sonora Sur,Valle,25.92349,11.2861,-99.0,-99.0,18.17175,,,,,,0
6764,26259,01/03/2019,30.89,-110.85,26259,-99.0,-99.0,Sonora Norte,Valle,24.836,8.59207,-99.0,-99.0,15.15704,,,,,,0
